"240313_ICP4"	"240313_n208"	"240501_ICP4"	"240501_RR_LL"	"240710_RR_LL"	"240814_ICP4"	"240814_RR_LL"	"240904_ICP4"	"240904_n208"	"240905_ICP4"	"240905_n208"	"240926_ICP4"
"ENSG00000248880"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248881"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248883"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248884"	0	8	0	0	1	0	3	11	2	5	4	5
"ENSG00000248885"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000248886"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248890"	8	52	65	32	35	18	23	60	15	71	44	8
"ENSG00000248891"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248893"	0	0	0	0	0	0	0	0	1	1	0	1
"ENSG00000248895"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000248896"	6	6	0	0	0	0	3	4	2	8	5	7
"ENSG00000248898"	7	26	18	7	8	12	9	32	39	69	87	51
"ENSG00000248901"	0	4	9	5	0	0	0	8	15	8	2	1
"ENSG00000248903"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248905"	322	1429	851	425	618	497	501	1373	1825	1945	2501	2234
"ENSG00000248907"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248908"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248909"	0	2	0	0	0	0	0	2	3	2	0	0
"ENSG00000248911"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000248912"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248913"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248915"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248916"	0	0	2	0	0	0	0	1	0	2	3	1
"ENSG00000248918"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248919"	0	0	0	0	0	0	0	0	1	0	6	4
"ENSG00000248920"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248921"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248923"	10	18	7	0	0	13	15	22	22	29	32	32
"ENSG00000248924"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248925"	0	2	0	5	0	0	14	7	9	9	2	8
"ENSG00000248926"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248927"	40	69	33	37	73	30	31	135	122	189	115	150
"ENSG00000248928"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248929"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248930"	0	0	0	0	0	0	0	0	0	4	0	0
"ENSG00000248931"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000248932"	10	59	36	29	28	32	24	127	80	123	79	117
"ENSG00000248933"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248935"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248936"	2	3	0	0	0	2	0	4	10	5	1	0
"ENSG00000248939"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248942"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000248943"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248944"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248946"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248949"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000248950"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248951"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248954"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248955"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248956"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248958"	0	0	0	0	0	2	0	0	0	0	0	0
"ENSG00000248962"	0	0	0	0	0	0	0	0	0	0	0	3
"ENSG00000248964"	0	2	2	3	1	0	0	5	8	5	0	2
"ENSG00000248965"	0	1	0	0	0	0	0	0	0	0	2	0
"ENSG00000248966"	0	3	0	0	1	1	0	2	1	0	2	1
"ENSG00000248967"	0	1	0	0	0	0	0	0	3	0	0	0
"ENSG00000248968"	0	1	0	0	1	0	4	8	2	2	5	1
"ENSG00000248969"	0	1	0	0	0	0	0	0	2	0	0	0
"ENSG00000248971"	13	26	31	23	17	37	0	42	43	24	37	49
"ENSG00000248973"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248975"	1	2	0	0	0	0	8	11	2	7	0	11
"ENSG00000248977"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248978"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248979"	0	1	0	0	0	0	0	0	0	2	0	1
"ENSG00000248980"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000248984"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248987"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248988"	0	0	2	0	0	0	0	0	0	0	3	0
"ENSG00000248990"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248991"	0	0	0	0	0	0	0	0	0	1	0	1
"ENSG00000248993"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248994"	0	0	2	0	0	0	0	1	10	0	1	11
"ENSG00000248995"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000248996"	1	8	2	0	0	4	0	14	7	10	5	6
"ENSG00000248998"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249000"	0	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000249001"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249002"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249003"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249004"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249005"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249006"	0	4	0	3	0	0	0	3	0	0	2	0
"ENSG00000249007"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249008"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249012"	0	1	0	0	0	0	0	0	0	0	1	0
"ENSG00000249013"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249014"	3	12	0	4	0	4	3	8	9	12	5	5
"ENSG00000249016"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249017"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249018"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249020"	0	0	0	0	4	0	0	3	0	1	3	0
"ENSG00000249021"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249022"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249023"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249025"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000249026"	0	1	1	0	1	0	0	6	6	4	3	1
"ENSG00000249028"	0	0	0	0	0	0	0	0	0	8	4	1
"ENSG00000249031"	2	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000249035"	13	36	14	12	5	28	21	57	46	56	25	77
"ENSG00000249036"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249038"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249041"	0	0	0	0	0	0	0	0	0	0	4	0
"ENSG00000249042"	29	74	74	39	14	17	25	81	78	80	64	104
"ENSG00000249045"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249047"	2	0	0	0	0	0	0	7	0	2	5	6
"ENSG00000249048"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249049"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249050"	2	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249051"	0	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000249052"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249053"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249054"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249055"	0	2	0	0	0	0	0	0	1	0	0	0
"ENSG00000249056"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249057"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249061"	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000249064"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249065"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249066"	0	3	0	0	0	0	0	1	1	0	8	5
"ENSG00000249068"	0	3	0	0	0	0	0	0	0	2	0	0
"ENSG00000249069"	0	3	0	0	0	0	0	1	2	0	3	0
"ENSG00000249071"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249072"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249073"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249074"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249077"	0	0	0	1	0	0	0	6	0	0	4	2
"ENSG00000249079"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249081"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249082"	0	0	4	0	0	0	0	1	0	1	4	4
"ENSG00000249084"	0	3	0	0	0	0	0	4	8	4	6	2
"ENSG00000249085"	2	1	15	8	16	1	8	56	11	31	19	35
"ENSG00000249086"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249087"	16	68	55	16	26	23	15	85	99	78	63	140
"ENSG00000249089"	0	2	0	0	0	0	0	1	0	0	1	0
"ENSG00000249091"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000249092"	0	0	0	0	0	2	0	0	0	0	0	0
"ENSG00000249094"	0	4	0	0	0	0	0	1	0	3	3	5
"ENSG00000249096"	0	0	0	0	0	0	0	8	7	0	4	0
"ENSG00000249098"	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000249099"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249100"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249101"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249102"	0	0	13	3	7	0	0	3	0	9	1	8
"ENSG00000249104"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249105"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249106"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249109"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249111"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000249112"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249114"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249115"	566	2122	394	245	206	169	298	1917	964	1187	675	501
"ENSG00000249116"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249119"	0	1	0	7	1	0	0	3	3	4	5	2
"ENSG00000249122"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249125"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249127"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249128"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249129"	4	28	0	16	5	8	22	25	18	31	22	34
"ENSG00000249131"	0	0	0	0	0	0	0	0	5	0	3	0
"ENSG00000249135"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249138"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249139"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249140"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000249141"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249142"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000249145"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249148"	0	0	0	0	1	0	0	0	2	0	0	0
"ENSG00000249149"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249150"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249152"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249153"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249156"	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000249157"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249158"	0	0	0	0	5	0	4	0	0	1	0	9
"ENSG00000249159"	0	1	6	0	2	0	2	0	0	3	0	2
"ENSG00000249160"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249162"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249163"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249166"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249167"	0	0	0	0	3	0	0	0	0	2	0	0
"ENSG00000249169"	0	0	0	0	0	0	0	0	6	0	0	0
"ENSG00000249170"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249171"	0	3	0	0	6	0	0	5	3	6	6	0
"ENSG00000249173"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249174"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249175"	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000249176"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000249177"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249180"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249183"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249184"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249186"	0	0	3	0	0	0	0	0	3	0	0	0
"ENSG00000249188"	0	1	0	0	0	0	0	1	0	0	0	0
"ENSG00000249189"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249191"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249192"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249193"	0	0	0	0	0	0	1	0	0	0	1	1
"ENSG00000249196"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000249197"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249198"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249199"	0	0	0	0	3	0	0	1	4	0	2	0
"ENSG00000249200"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249201"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249203"	0	0	0	0	0	0	0	0	7	0	0	2
"ENSG00000249206"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249207"	4	21	0	3	4	10	0	11	9	11	13	12
"ENSG00000249209"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249210"	3	5	4	4	5	3	8	20	10	7	12	10
"ENSG00000249212"	1	1	0	0	0	0	0	0	6	3	2	0
"ENSG00000249213"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249215"	0	1	0	0	0	0	0	2	3	8	1	1
"ENSG00000249216"	5	5	0	3	0	0	0	2	5	10	5	11
"ENSG00000249219"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249222"	0	0	5	1	0	0	0	0	0	0	0	0
"ENSG00000249225"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249226"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000249228"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249229"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249230"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249231"	0	0	0	0	0	0	0	1	0	4	0	0
"ENSG00000249234"	0	0	0	0	0	0	0	0	0	0	0	3
"ENSG00000249235"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249236"	0	1	0	0	0	0	2	1	2	5	0	1
"ENSG00000249237"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249238"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249239"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000249240"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249241"	0	0	0	0	0	0	0	0	0	0	1	4
"ENSG00000249242"	11	93	102	57	45	29	26	88	135	76	137	92
"ENSG00000249244"	5	3	0	4	4	0	13	5	1	7	6	18
"ENSG00000249245"	3	1	0	1	0	0	0	5	1	1	1	3
"ENSG00000249247"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249249"	13	38	8	0	18	12	31	40	28	17	40	14
"ENSG00000249252"	1	1	5	0	0	0	0	2	6	1	6	15
"ENSG00000249253"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249255"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249256"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249257"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249258"	0	5	0	0	7	0	0	8	8	3	6	13
"ENSG00000249259"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249261"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249262"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249263"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249264"	6	21	5	8	9	2	5	48	33	35	34	26
"ENSG00000249266"	0	0	0	0	0	0	0	3	0	0	0	0
"ENSG00000249267"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000249269"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249270"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249271"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249272"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249274"	0	0	0	0	0	0	0	2	12	0	1	4
"ENSG00000249275"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249276"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249277"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249278"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249279"	2	28	42	25	7	5	27	61	31	68	69	51
"ENSG00000249282"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249283"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249284"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249285"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249286"	0	0	8	0	0	0	0	0	0	1	1	0
"ENSG00000249287"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249288"	0	0	0	0	3	0	0	0	0	0	0	0
"ENSG00000249289"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249290"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249293"	0	2	0	0	0	0	0	0	0	0	1	0
"ENSG00000249295"	0	0	0	0	0	0	0	0	0	0	4	0
"ENSG00000249297"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249301"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249302"	0	0	0	0	0	0	0	0	0	5	0	0
"ENSG00000249304"	5	12	0	0	0	3	0	15	14	27	5	13
"ENSG00000249305"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249306"	0	0	6	0	4	4	5	9	6	0	6	5
"ENSG00000249307"	5	17	0	5	5	0	1	21	16	14	11	8
"ENSG00000249309"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249310"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000249311"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000249312"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249316"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000249317"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249318"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249319"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249320"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249321"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249326"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249328"	0	0	2	0	2	0	0	3	7	2	6	1
"ENSG00000249330"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249332"	0	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000249333"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249334"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249335"	0	2	0	0	0	0	0	1	1	0	4	3
"ENSG00000249337"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249338"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249341"	0	6	0	1	0	0	0	9	0	0	0	0
"ENSG00000249343"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249345"	2	1	0	0	0	0	0	5	18	4	8	5
"ENSG00000249346"	0	0	0	0	0	0	0	4	1	0	0	0
"ENSG00000249347"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249348"	32	110	39	21	26	15	25	80	99	145	71	122
"ENSG00000249349"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000249351"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249352"	0	2	0	0	0	0	0	0	2	2	0	0
"ENSG00000249353"	71	306	57	75	52	57	73	332	208	287	206	167
"ENSG00000249359"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000249360"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249362"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249363"	0	2	0	0	0	0	4	2	0	0	0	0
"ENSG00000249364"	0	0	0	0	1	0	0	1	5	6	9	7
"ENSG00000249367"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249368"	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000249372"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249373"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249375"	1	9	5	8	4	14	0	9	8	10	12	23
"ENSG00000249378"	6	32	69	63	32	28	5	30	36	24	68	99
"ENSG00000249379"	7	21	1	1	6	0	0	9	11	2	18	23
"ENSG00000249380"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249382"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249383"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000249386"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249387"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249388"	0	4	0	7	0	0	0	2	0	4	0	0
"ENSG00000249392"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249395"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249396"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249400"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249403"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249404"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249405"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249406"	7	44	4	21	5	14	4	64	37	56	63	34
"ENSG00000249407"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000249409"	0	1	0	0	0	0	0	0	3	1	0	0
"ENSG00000249410"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249411"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249412"	0	0	0	0	0	0	3	0	0	0	2	0
"ENSG00000249413"	0	0	0	0	0	0	0	2	0	0	0	1
"ENSG00000249416"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000249417"	0	1	0	0	0	0	0	3	0	0	1	3
"ENSG00000249418"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249419"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249421"	0	1	0	0	2	0	3	1	4	4	7	8
"ENSG00000249425"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249426"	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000249429"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249433"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249435"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249436"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249437"	6	9	0	2	0	0	11	8	10	12	11	5
"ENSG00000249438"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249439"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249441"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249443"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249444"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249446"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249448"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000249449"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249451"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249452"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249453"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000249454"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249456"	4	39	4	2	5	0	2	33	29	24	35	40
"ENSG00000249458"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249459"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249460"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249462"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249463"	0	1	0	0	0	0	0	0	2	0	0	0
"ENSG00000249464"	1	1	0	0	4	2	0	2	11	7	15	3
"ENSG00000249465"	2	0	0	12	0	0	0	4	6	7	15	11
"ENSG00000249467"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249471"	178	720	161	138	95	119	142	573	395	356	484	310
"ENSG00000249472"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249474"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249476"	7	12	0	7	5	0	13	38	18	15	32	14
"ENSG00000249478"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249479"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249481"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000249482"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249483"	0	4	0	0	0	4	0	6	0	3	1	1
"ENSG00000249484"	0	0	0	0	0	0	0	0	0	1	1	2
"ENSG00000249485"	3	9	0	1	0	1	1	12	4	4	6	4
"ENSG00000249486"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249487"	0	0	0	0	0	0	0	0	9	2	3	1
"ENSG00000249488"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249489"	1	1	0	0	0	1	2	0	0	0	0	0
"ENSG00000249490"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249491"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249492"	27	62	20	18	24	27	16	104	77	84	54	65
"ENSG00000249493"	0	0	0	0	3	0	0	7	0	1	3	0
"ENSG00000249494"	1	4	0	0	1	0	0	6	3	1	4	2
"ENSG00000249495"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249497"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249500"	0	0	0	0	0	0	0	0	0	2	0	4
"ENSG00000249501"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000249502"	3	32	4	0	10	5	0	31	22	23	20	27
"ENSG00000249503"	0	0	0	0	0	0	0	0	0	0	0	0
