"SRR19779315"	"SRR19779318"	"SRR19779319"
"ENSG00000211698"	0	1	0
"ENSG00000211699"	2	1	0
"ENSG00000211701"	2	2	0
"ENSG00000211706"	0	2	0
"ENSG00000211707"	0	1	0
"ENSG00000211710"	0	1	0
"ENSG00000211713"	0	3	0
"ENSG00000211714"	0	0	0
"ENSG00000211715"	0	0	0
"ENSG00000211716"	0	0	0
"ENSG00000211717"	0	0	0
"ENSG00000211720"	0	0	0
"ENSG00000211721"	0	1	0
"ENSG00000211724"	0	0	0
"ENSG00000211725"	0	0	0
"ENSG00000211727"	0	0	0
"ENSG00000211728"	0	1	2
"ENSG00000211731"	0	0	0
"ENSG00000211734"	0	2	0
"ENSG00000211739"	7	2	0
"ENSG00000211745"	0	3	0
"ENSG00000211746"	0	0	0
"ENSG00000211747"	0	0	0
"ENSG00000211749"	0	0	0
"ENSG00000211750"	0	0	0
"ENSG00000211751"	0	0	0
"ENSG00000211752"	0	0	0
"ENSG00000211753"	0	0	0
"ENSG00000211764"	0	0	0
"ENSG00000211765"	0	0	0
"ENSG00000211766"	0	0	0
"ENSG00000211767"	0	0	0
"ENSG00000211768"	0	0	0
"ENSG00000211769"	1	0	0
"ENSG00000211770"	0	0	0
"ENSG00000211771"	1	0	0
"ENSG00000211772"	0	2	16
"ENSG00000211776"	0	2	0
"ENSG00000211777"	0	4	0
"ENSG00000211778"	2	8	0
"ENSG00000211779"	0	7	0
"ENSG00000211780"	0	5	0
"ENSG00000211781"	0	0	0
"ENSG00000211782"	0	1	0
"ENSG00000211783"	0	4	0
"ENSG00000211784"	0	0	0
"ENSG00000211785"	0	1	0
"ENSG00000211786"	0	6	0
"ENSG00000211787"	0	1	0
"ENSG00000211788"	0	0	0
"ENSG00000211789"	0	1	0
"ENSG00000211790"	0	0	0
"ENSG00000211791"	0	1	0
"ENSG00000211792"	0	1	0
"ENSG00000211793"	0	2	0
"ENSG00000211794"	0	1	0
"ENSG00000211795"	0	0	0
"ENSG00000211796"	0	0	0
"ENSG00000211797"	0	0	0
"ENSG00000211798"	0	0	0
"ENSG00000211799"	0	0	0
"ENSG00000211800"	0	0	0
"ENSG00000211801"	0	0	0
"ENSG00000211802"	0	0	0
"ENSG00000211803"	0	0	0
"ENSG00000211804"	0	0	0
"ENSG00000211805"	0	2	0
"ENSG00000211806"	0	2	0
"ENSG00000211807"	0	0	0
"ENSG00000211808"	0	0	0
"ENSG00000211809"	0	0	0
"ENSG00000211810"	0	0	0
"ENSG00000211812"	0	0	0
"ENSG00000211813"	0	1	0
"ENSG00000211814"	0	0	0
"ENSG00000211815"	1	0	0
"ENSG00000211816"	0	2	0
"ENSG00000211817"	0	2	0
"ENSG00000211818"	0	2	0
"ENSG00000211819"	0	0	0
"ENSG00000211820"	0	0	0
"ENSG00000211821"	0	1	0
"ENSG00000211825"	0	0	0
"ENSG00000211826"	0	0	0
"ENSG00000211827"	0	1	0
"ENSG00000211828"	1	2	0
"ENSG00000211829"	1	1	1
"ENSG00000211831"	0	1	0
"ENSG00000211832"	0	0	0
"ENSG00000211833"	2	0	0
"ENSG00000211834"	0	1	0
"ENSG00000211835"	0	1	0
"ENSG00000211836"	0	1	0
"ENSG00000211837"	0	0	0
"ENSG00000211838"	0	0	0
"ENSG00000211839"	0	0	0
"ENSG00000211840"	0	0	1
"ENSG00000211841"	0	0	0
"ENSG00000211842"	0	0	0
"ENSG00000211843"	0	0	0
"ENSG00000211844"	0	2	0
"ENSG00000211845"	0	1	0
"ENSG00000211846"	0	0	0
"ENSG00000211847"	0	0	0
"ENSG00000211848"	0	0	0
"ENSG00000211849"	0	0	0
"ENSG00000211850"	0	0	0
"ENSG00000211851"	0	2	0
"ENSG00000211854"	0	1	0
"ENSG00000211855"	0	3	0
"ENSG00000211856"	1	1	1
"ENSG00000211857"	0	2	2
"ENSG00000211858"	0	1	0
"ENSG00000211859"	0	0	1
"ENSG00000211860"	0	2	0
"ENSG00000211861"	1	5	1
"ENSG00000211862"	0	2	0
"ENSG00000211863"	0	2	0
"ENSG00000211864"	0	0	0
"ENSG00000211865"	0	1	0
"ENSG00000211866"	1	0	0
"ENSG00000211867"	1	1	0
"ENSG00000211868"	0	0	0
"ENSG00000211869"	0	0	1
"ENSG00000211870"	1	1	0
"ENSG00000211871"	0	0	1
"ENSG00000211872"	0	0	0
"ENSG00000211873"	0	0	0
"ENSG00000211875"	0	1	0
"ENSG00000211876"	0	1	0
"ENSG00000211877"	0	0	1
"ENSG00000211878"	0	4	0
"ENSG00000211879"	0	1	0
"ENSG00000211880"	1	2	0
"ENSG00000211881"	0	2	0
"ENSG00000211882"	5	4	0
"ENSG00000211883"	1	2	1
"ENSG00000211884"	0	3	1
"ENSG00000211885"	0	1	1
"ENSG00000211886"	0	2	0
"ENSG00000211887"	0	0	0
"ENSG00000211888"	1	2	0
"ENSG00000211890"	0	0	0
"ENSG00000211891"	4	0	0
"ENSG00000211892"	1	0	0
"ENSG00000211893"	2	0	0
"ENSG00000211895"	2	0	0
"ENSG00000211896"	0	0	0
"ENSG00000211897"	0	0	0
"ENSG00000211898"	0	0	0
"ENSG00000211899"	1	0	0
"ENSG00000211900"	0	0	0
"ENSG00000211904"	0	0	0
"ENSG00000211905"	0	0	0
"ENSG00000211907"	0	0	0
"ENSG00000211909"	0	0	0
"ENSG00000211911"	0	0	0
"ENSG00000211912"	0	0	0
"ENSG00000211914"	0	0	0
"ENSG00000211915"	0	0	0
"ENSG00000211917"	0	0	0
"ENSG00000211918"	0	0	0
"ENSG00000211920"	0	0	0
"ENSG00000211921"	0	0	0
"ENSG00000211923"	0	0	0
"ENSG00000211924"	0	0	0
"ENSG00000211925"	0	0	0
"ENSG00000211928"	0	0	0
"ENSG00000211930"	0	0	0
"ENSG00000211931"	0	0	0
"ENSG00000211933"	0	0	0
"ENSG00000211934"	0	0	0
"ENSG00000211935"	0	0	0
"ENSG00000211937"	0	0	0
"ENSG00000211938"	0	0	0
"ENSG00000211941"	0	0	0
"ENSG00000211942"	0	0	0
"ENSG00000211943"	0	0	0
"ENSG00000211944"	0	0	0
"ENSG00000211945"	0	0	0
"ENSG00000211946"	0	0	0
"ENSG00000211947"	0	0	0
"ENSG00000211949"	0	0	0
"ENSG00000211950"	0	1	0
"ENSG00000211951"	0	0	0
"ENSG00000211952"	0	0	0
"ENSG00000211955"	0	0	0
"ENSG00000211956"	0	0	0
"ENSG00000211957"	0	0	0
"ENSG00000211958"	0	0	0
"ENSG00000211959"	0	0	0
"ENSG00000211961"	0	0	0
"ENSG00000211962"	0	0	0
"ENSG00000211964"	0	0	0
"ENSG00000211965"	0	0	0
"ENSG00000211966"	0	1	0
"ENSG00000211967"	0	0	0
"ENSG00000211968"	0	0	0
"ENSG00000211970"	0	0	0
"ENSG00000211972"	0	0	0
"ENSG00000211973"	0	0	0
"ENSG00000211974"	0	0	0
"ENSG00000211976"	0	0	0
"ENSG00000211978"	0	0	0
"ENSG00000211979"	0	0	0
"ENSG00000211991"	0	0	0
"ENSG00000211997"	0	0	3
"ENSG00000212013"	0	0	0
"ENSG00000212014"	0	0	0
"ENSG00000212017"	13	5	18
"ENSG00000212024"	0	0	1
"ENSG00000212027"	0	0	0
"ENSG00000212036"	0	0	0
"ENSG00000212040"	1	1	8
"ENSG00000212051"	1	0	3
"ENSG00000212100"	0	0	0
"ENSG00000212102"	2	0	4
"ENSG00000212122"	2	0	1
"ENSG00000212123"	33	3	43
"ENSG00000212124"	78	10	81
"ENSG00000212125"	148	4	104
"ENSG00000212126"	74	7	41
"ENSG00000212127"	148	19	119
"ENSG00000212128"	113	13	67
"ENSG00000212133"	0	0	0
"ENSG00000212134"	0	0	0
"ENSG00000212135"	10	9	14
"ENSG00000212136"	0	0	0
"ENSG00000212138"	0	0	5
"ENSG00000212140"	0	0	0
"ENSG00000212144"	0	4	0
"ENSG00000212145"	2	0	0
"ENSG00000212146"	0	4	0
"ENSG00000212147"	0	0	0
"ENSG00000212149"	1	1	0
"ENSG00000212153"	0	0	0
"ENSG00000212154"	0	0	0
"ENSG00000212156"	0	0	0
"ENSG00000212157"	0	0	0
"ENSG00000212158"	1	1	1
"ENSG00000212160"	0	1	0
"ENSG00000212161"	2	1	3
"ENSG00000212163"	41	5	2
"ENSG00000212165"	0	0	0
"ENSG00000212167"	11	0	1
"ENSG00000212168"	0	0	0
"ENSG00000212170"	0	0	1
"ENSG00000212171"	0	0	0
"ENSG00000212172"	0	0	0
"ENSG00000212175"	73	7	15
"ENSG00000212176"	0	0	0
"ENSG00000212181"	9	8	11
"ENSG00000212182"	19	10	2
"ENSG00000212184"	0	0	0
"ENSG00000212186"	1	1	0
"ENSG00000212187"	1	1	4
"ENSG00000212189"	0	0	0
"ENSG00000212190"	3	0	8
"ENSG00000212191"	0	0	0
"ENSG00000212195"	165	13	83
"ENSG00000212199"	0	0	0
"ENSG00000212204"	2	1	15
"ENSG00000212205"	4	1	9
"ENSG00000212206"	1	5	2
"ENSG00000212207"	1	0	1
"ENSG00000212211"	0	0	0
"ENSG00000212214"	0	0	0
"ENSG00000212215"	1	1	0
"ENSG00000212216"	0	0	0
"ENSG00000212219"	0	0	0
"ENSG00000212221"	0	0	0
"ENSG00000212224"	0	0	0
"ENSG00000212226"	0	0	1
"ENSG00000212228"	0	1	0
"ENSG00000212229"	0	0	0
"ENSG00000212230"	0	1	0
"ENSG00000212232"	4762	2812	1891
"ENSG00000212237"	5	1	4
"ENSG00000212238"	0	0	0
"ENSG00000212240"	2	0	5
"ENSG00000212241"	0	0	3
"ENSG00000212242"	8	2	29
"ENSG00000212246"	6	1	2
"ENSG00000212247"	0	2	0
"ENSG00000212248"	3	1	1
"ENSG00000212249"	0	0	0
"ENSG00000212251"	0	0	0
"ENSG00000212257"	0	1	0
"ENSG00000212258"	0	0	0
"ENSG00000212259"	18	3	8
"ENSG00000212260"	0	0	0
"ENSG00000212264"	4	3	17
"ENSG00000212265"	0	0	0
"ENSG00000212266"	1	1	0
"ENSG00000212269"	4	1	0
"ENSG00000212270"	0	0	0
"ENSG00000212273"	0	0	0
"ENSG00000212276"	0	0	0
"ENSG00000212278"	0	0	0
"ENSG00000212279"	0	0	0
"ENSG00000212280"	0	1	0
"ENSG00000212282"	0	1	0
"ENSG00000212283"	7	0	5
"ENSG00000212289"	0	2	0
"ENSG00000212292"	2	1	0
"ENSG00000212293"	0	0	0
"ENSG00000212295"	0	0	0
"ENSG00000212296"	21	0	21
"ENSG00000212297"	0	1	0
"ENSG00000212298"	0	0	0
"ENSG00000212302"	0	3	1
"ENSG00000212303"	4	1	13
"ENSG00000212304"	0	0	0
"ENSG00000212305"	0	0	0
"ENSG00000212306"	57	8	6
"ENSG00000212308"	1	0	0
"ENSG00000212309"	0	0	0
"ENSG00000212312"	0	0	0
"ENSG00000212314"	0	9	0
"ENSG00000212316"	0	3	0
"ENSG00000212319"	5	3	1
"ENSG00000212321"	0	0	0
"ENSG00000212324"	0	0	0
"ENSG00000212325"	0	0	0
"ENSG00000212327"	4	3	11
"ENSG00000212329"	2	0	0
"ENSG00000212330"	0	0	0
"ENSG00000212331"	3	2	7
"ENSG00000212332"	11	0	10
"ENSG00000212333"	1	0	3
"ENSG00000212335"	3	2	0
"ENSG00000212336"	26	8	1
"ENSG00000212338"	10	1	10
"ENSG00000212340"	0	1	0
"ENSG00000212342"	3	2	26
"ENSG00000212344"	0	0	0
"ENSG00000212345"	0	0	0
"ENSG00000212347"	0	0	0
"ENSG00000212348"	0	2	2
"ENSG00000212354"	1	1	1
"ENSG00000212358"	0	4	0
"ENSG00000212359"	0	0	4
"ENSG00000212360"	0	0	0
"ENSG00000212363"	0	2	0
"ENSG00000212365"	0	1	0
"ENSG00000212366"	0	0	1
"ENSG00000212368"	0	2	0
"ENSG00000212370"	2	1	8
"ENSG00000212371"	14	5	9
"ENSG00000212373"	0	0	0
"ENSG00000212374"	0	0	0
"ENSG00000212377"	0	0	0
"ENSG00000212378"	0	0	1
"ENSG00000212379"	0	0	0
"ENSG00000212380"	0	0	0
"ENSG00000212382"	0	0	0
"ENSG00000212383"	0	1	0
"ENSG00000212384"	6	1	108
"ENSG00000212385"	0	0	0
"ENSG00000212387"	0	2	0
"ENSG00000212388"	0	0	0
"ENSG00000212389"	10	2	3
"ENSG00000212391"	3	3	8
"ENSG00000212392"	0	2	0
"ENSG00000212395"	0	0	0
"ENSG00000212396"	1	0	7
"ENSG00000212397"	0	0	0
"ENSG00000212398"	0	0	0
"ENSG00000212402"	242	67	26
"ENSG00000212404"	3	4	0
"ENSG00000212407"	0	0	0
"ENSG00000212409"	0	0	1
"ENSG00000212410"	0	0	0
"ENSG00000212411"	4	0	3
"ENSG00000212413"	2	0	2
"ENSG00000212414"	0	0	0
"ENSG00000212415"	0	1	3
"ENSG00000212418"	4	4	15
"ENSG00000212420"	0	1	5
"ENSG00000212421"	1	0	0
"ENSG00000212422"	0	0	0
"ENSG00000212424"	0	1	0
"ENSG00000212425"	0	0	0
"ENSG00000212428"	3	3	0
"ENSG00000212429"	0	2	0
"ENSG00000212432"	0	0	3
"ENSG00000212433"	0	3	0
"ENSG00000212434"	0	0	0
"ENSG00000212440"	1	1	5
"ENSG00000212441"	0	0	0
"ENSG00000212442"	0	0	0
"ENSG00000212443"	1652	704	424
"ENSG00000212445"	14	0	3
"ENSG00000212446"	0	1	0
"ENSG00000212447"	4	2	3
"ENSG00000212448"	1	2	0
"ENSG00000212450"	0	0	0
"ENSG00000212451"	0	0	0
"ENSG00000212452"	26	9	14
"ENSG00000212454"	1	0	0
"ENSG00000212455"	0	0	3
"ENSG00000212457"	7	1	4
"ENSG00000212458"	0	1	1
"ENSG00000212459"	0	0	0
"ENSG00000212460"	0	0	0
"ENSG00000212461"	10	4	27
"ENSG00000212464"	1080	515	229
"ENSG00000212466"	6	1	0
"ENSG00000212468"	0	0	0
"ENSG00000212469"	2	1	4
"ENSG00000212473"	0	2	0
"ENSG00000212475"	0	0	0
"ENSG00000212479"	12	2	1
"ENSG00000212482"	25	8	46
"ENSG00000212485"	0	0	1
"ENSG00000212489"	0	1	0
"ENSG00000212490"	0	4	0
"ENSG00000212493"	10	5	13
"ENSG00000212495"	0	0	0
"ENSG00000212496"	0	0	1
"ENSG00000212497"	18	1	7
"ENSG00000212498"	0	0	0
"ENSG00000212499"	0	0	0
"ENSG00000212505"	0	0	0
"ENSG00000212510"	1	0	0
"ENSG00000212511"	2	1	0
"ENSG00000212512"	0	0	0
"ENSG00000212516"	0	0	0
"ENSG00000212517"	1	7	5
"ENSG00000212518"	0	1	0
"ENSG00000212520"	0	0	0
"ENSG00000212521"	1	2	0
"ENSG00000212525"	2	0	5
"ENSG00000212526"	0	0	5
"ENSG00000212527"	0	0	0
"ENSG00000212528"	0	2	0
"ENSG00000212529"	1	1	2
"ENSG00000212532"	0	0	0
"ENSG00000212533"	3	3	10
"ENSG00000212534"	11	2	7
"ENSG00000212535"	6	0	9
"ENSG00000212536"	5	6	3
"ENSG00000212538"	0	0	0
"ENSG00000212539"	2	0	2
"ENSG00000212541"	5	1	37
"ENSG00000212542"	0	3	0
"ENSG00000212545"	0	1	9
"ENSG00000212546"	0	0	0
"ENSG00000212549"	1	3	3
"ENSG00000212550"	0	2	0
"ENSG00000212551"	3	3	0
"ENSG00000212553"	0	0	0
"ENSG00000212555"	0	2	0
"ENSG00000212556"	0	0	0
"ENSG00000212558"	0	0	0
"ENSG00000212559"	1	0	5
"ENSG00000212560"	0	0	0
"ENSG00000212561"	0	1	0
"ENSG00000212564"	0	0	0
"ENSG00000212565"	0	3	0
"ENSG00000212567"	10	4	19
"ENSG00000212568"	0	0	2
"ENSG00000212569"	0	1	0
"ENSG00000212571"	0	1	0
"ENSG00000212572"	2	2	0
"ENSG00000212576"	7	9	6
"ENSG00000212579"	0	0	0
"ENSG00000212580"	0	0	0
"ENSG00000212581"	0	0	0
"ENSG00000212584"	1	3	0
"ENSG00000212586"	0	0	0
"ENSG00000212587"	1	1	0
"ENSG00000212588"	0	0	0
"ENSG00000212589"	1	1	0
"ENSG00000212590"	0	0	0
"ENSG00000212593"	0	0	7
"ENSG00000212594"	0	0	0
"ENSG00000212595"	0	0	0
"ENSG00000212597"	0	0	1
"ENSG00000212598"	0	0	0
"ENSG00000212599"	0	0	0
"ENSG00000212601"	2	2	0
"ENSG00000212604"	0	0	0
"ENSG00000212605"	4	1	0
"ENSG00000212607"	51	4	13
"ENSG00000212608"	0	0	0
"ENSG00000212609"	0	0	0
"ENSG00000212610"	18	2	0
"ENSG00000212611"	0	0	0
"ENSG00000212612"	0	0	0
"ENSG00000212615"	19	8	7
"ENSG00000212618"	0	1	0
"ENSG00000212620"	3	4	0
"ENSG00000212623"	0	0	0
"ENSG00000212624"	8	6	2
"ENSG00000212625"	4	1	2
"ENSG00000212626"	0	0	0
"ENSG00000212628"	3	0	19
"ENSG00000212643"	0	0	0
"ENSG00000212657"	0	0	0
"ENSG00000212658"	0	0	0
"ENSG00000212659"	0	0	0
"ENSG00000212663"	0	4	1
"ENSG00000212664"	1	26	181
"ENSG00000212694"	267	73	243
"ENSG00000212695"	0	3	6
"ENSG00000212710"	5	2	6
"ENSG00000212712"	0	1	0
"ENSG00000212717"	0	0	0
"ENSG00000212719"	621	124	2242
"ENSG00000212721"	1	0	0
"ENSG00000212722"	1	0	0
"ENSG00000212724"	18	3	172
"ENSG00000212725"	0	0	0
"ENSG00000212743"	2	14	19
"ENSG00000212747"	226	42	1158
"ENSG00000212766"	5	0	1
"ENSG00000212769"	0	6	47
"ENSG00000212789"	2	11	28
"ENSG00000212802"	16	23	181
"ENSG00000212807"	2	0	0
"ENSG00000212829"	0	3	24
"ENSG00000212855"	0	0	0
"ENSG00000212856"	0	0	0
"ENSG00000212864"	8	14	56
"ENSG00000212899"	2	0	0
"ENSG00000212900"	1	0	0
"ENSG00000212901"	4	2	0
"ENSG00000212907"	761	115	4937
"ENSG00000212916"	59	12	117
"ENSG00000212930"	0	5	0
"ENSG00000212932"	0	1	8
"ENSG00000212933"	0	0	0
"ENSG00000212935"	0	0	0
"ENSG00000212938"	0	0	0
"ENSG00000212939"	0	1	0
"ENSG00000212952"	0	0	0
"ENSG00000212961"	0	4	5
"ENSG00000212978"	105	48	321
"ENSG00000212989"	0	0	0
"ENSG00000212993"	1	0	2
"ENSG00000212994"	0	5	4
"ENSG00000213003"	4	1	21
"ENSG00000213005"	2	6	13
"ENSG00000213013"	17	20	3
"ENSG00000213014"	3	3	6
"ENSG00000213015"	603	200	1101
"ENSG00000213016"	0	0	0
"ENSG00000213018"	21	3	17
"ENSG00000213020"	202	95	1081
"ENSG00000213022"	0	0	0
"ENSG00000213023"	0	0	7
"ENSG00000213024"	260	126	2322
"ENSG00000213025"	40	13	95
"ENSG00000213026"	0	1	5
"ENSG00000213028"	23	5	1
"ENSG00000213030"	1	6	2
"ENSG00000213032"	4	7	0
"ENSG00000213033"	5	1	5
"ENSG00000213035"	0	4	0
"ENSG00000213036"	12	4	64
"ENSG00000213041"	4	3	9
"ENSG00000213045"	0	3	0
"ENSG00000213046"	8	1	43
"ENSG00000213047"	2233	514	1165
"ENSG00000213048"	1	36	1
"ENSG00000213049"	0	2	0
"ENSG00000213050"	29	2	29
"ENSG00000213051"	6	10	11
"ENSG00000213055"	4	2	23
"ENSG00000213057"	34	12	98
"ENSG00000213058"	97	20	102
"ENSG00000213060"	68	11	2
"ENSG00000213061"	0	2	1
"ENSG00000213062"	58	308	32
"ENSG00000213063"	0	1	0
"ENSG00000213064"	2111	220	4785
"ENSG00000213065"	0	0	0
"ENSG00000213066"	2023	182	796
"ENSG00000213067"	0	1	5
"ENSG00000213068"	0	0	0
"ENSG00000213069"	1	3	0
"ENSG00000213070"	0	0	3
"ENSG00000213071"	1	1	4
"ENSG00000213073"	0	0	0
"ENSG00000213075"	0	0	0
"ENSG00000213076"	0	4	0
"ENSG00000213078"	0	1	0
"ENSG00000213079"	2808	902	3026
"ENSG00000213080"	0	11	86
"ENSG00000213081"	44	10	0
"ENSG00000213082"	0	6	35
"ENSG00000213083"	0	2	0
"ENSG00000213085"	28	73	31
"ENSG00000213087"	1	40	43
"ENSG00000213088"	3	2	0
"ENSG00000213089"	10	13	22
"ENSG00000213090"	32	23	88
"ENSG00000213091"	0	2	0
"ENSG00000213096"	464	193	1001
"ENSG00000213100"	0	0	1
"ENSG00000213104"	124	59	80
"ENSG00000213107"	0	2	0
"ENSG00000213108"	0	1	4
"ENSG00000213109"	0	0	0
"ENSG00000213110"	2	5	1
"ENSG00000213111"	0	0	0
"ENSG00000213113"	2	6	0
"ENSG00000213115"	0	3	0
"ENSG00000213117"	63	18	1
"ENSG00000213118"	0	1	0
"ENSG00000213120"	33	13	0
"ENSG00000213121"	0	0	4
"ENSG00000213122"	112	47	0
"ENSG00000213123"	14	6	18
"ENSG00000213126"	4	1	0
"ENSG00000213128"	0	2	0
"ENSG00000213130"	0	0	0
"ENSG00000213131"	3	19	43
"ENSG00000213133"	31	7	2
"ENSG00000213137"	20	0	16
"ENSG00000213139"	37	36	84
"ENSG00000213140"	0	0	0
"ENSG00000213144"	25	3	30
"ENSG00000213145"	11	4	7
"ENSG00000213147"	0	0	0
"ENSG00000213148"	0	1	0
"ENSG00000213149"	5	4	13
"ENSG00000213150"	1	2	1
"ENSG00000213152"	5	6	23
"ENSG00000213153"	0	0	1
"ENSG00000213155"	0	2	2
"ENSG00000213157"	0	4	1
"ENSG00000213158"	0	4	0
"ENSG00000213159"	0	0	0
"ENSG00000213160"	81	21	298
"ENSG00000213167"	1	1	5
"ENSG00000213169"	0	6	12
"ENSG00000213170"	1	1	5
"ENSG00000213171"	1	2	1
"ENSG00000213172"	0	0	0
"ENSG00000213174"	0	4	0
"ENSG00000213176"	2	3	11
"ENSG00000213177"	0	5	2
"ENSG00000213178"	6	10	95
"ENSG00000213179"	1	1	1
"ENSG00000213180"	9	2	3
"ENSG00000213181"	0	0	0
"ENSG00000213182"	0	1	0
"ENSG00000213183"	0	3	5
"ENSG00000213184"	2	12	0
"ENSG00000213185"	76	6	61
"ENSG00000213186"	952	298	838
"ENSG00000213187"	0	1	0
"ENSG00000213188"	27	14	24
"ENSG00000213189"	11	1	16
"ENSG00000213190"	258	42	733
"ENSG00000213194"	1	0	9
"ENSG00000213197"	13	10	42
"ENSG00000213199"	39	11	61
"ENSG00000213201"	0	1	1
"ENSG00000213203"	0	0	1
"ENSG00000213204"	41	39	55
"ENSG00000213205"	1	0	4
"ENSG00000213209"	0	0	0
"ENSG00000213210"	0	2	0
"ENSG00000213211"	7	18	2
"ENSG00000213212"	53	19	63
"ENSG00000213213"	22	5	31
"ENSG00000213214"	1	2	1
"ENSG00000213215"	0	16	2
"ENSG00000213216"	9	1	15
"ENSG00000213218"	0	5	1
"ENSG00000213221"	85	23	51
"ENSG00000213222"	110	20	349
"ENSG00000213225"	19	16	37
"ENSG00000213226"	1	0	3
"ENSG00000213228"	0	0	0
"ENSG00000213231"	0	3	0
"ENSG00000213232"	2	0	0
"ENSG00000213233"	9	3	0
"ENSG00000213234"	55	13	9
"ENSG00000213235"	28	28	70
"ENSG00000213236"	3	13	133
"ENSG00000213237"	0	0	3
"ENSG00000213238"	0	0	0
"ENSG00000213239"	10	8	6
"ENSG00000213244"	12	2	15
"ENSG00000213246"	1	2	1
"ENSG00000213247"	0	1	0
"ENSG00000213250"	8	22	94
"ENSG00000213252"	2	9	10
"ENSG00000213253"	9	49	97
"ENSG00000213260"	0	2	58
"ENSG00000213261"	18	18	83
"ENSG00000213262"	0	7	2
"ENSG00000213264"	0	1	0
"ENSG00000213265"	0	14	1
"ENSG00000213269"	0	1	2
"ENSG00000213270"	0	4	0
"ENSG00000213272"	4	5	2
"ENSG00000213275"	0	0	11
"ENSG00000213277"	3	7	32
"ENSG00000213279"	1	0	0
"ENSG00000213280"	8	4	51
"ENSG00000213281"	1897	448	3833
"ENSG00000213285"	0	0	0
"ENSG00000213287"	5	0	18
"ENSG00000213290"	2	7	23
"ENSG00000213291"	0	0	0
"ENSG00000213293"	13	11	17
"ENSG00000213295"	0	0	0
"ENSG00000213296"	7	7	3
"ENSG00000213297"	0	0	0
"ENSG00000213300"	6	6	44
"ENSG00000213301"	0	1	0
"ENSG00000213302"	0	0	0
"ENSG00000213303"	3	3	19
"ENSG00000213304"	0	0	4
"ENSG00000213305"	0	9	50
"ENSG00000213307"	0	0	0
"ENSG00000213309"	2	17	10
"ENSG00000213310"	1	7	0
"ENSG00000213312"	0	11	2
"ENSG00000213315"	12	3	22
"ENSG00000213316"	32	18	25
"ENSG00000213318"	0	1	1
"ENSG00000213326"	22	38	195
"ENSG00000213328"	2	1	1
"ENSG00000213331"	0	1	30
"ENSG00000213332"	0	0	1
"ENSG00000213333"	0	0	0
"ENSG00000213335"	16	4	1
"ENSG00000213337"	24	18	115
"ENSG00000213338"	1	0	0
"ENSG00000213339"	272	154	853
"ENSG00000213341"	3635	759	1663
"ENSG00000213343"	2	8	2
"ENSG00000213344"	5	6	3
"ENSG00000213347"	210	55	380
"ENSG00000213352"	3	16	11
"ENSG00000213355"	0	0	1
"ENSG00000213358"	2	8	0
"ENSG00000213361"	4	8	10
"ENSG00000213362"	0	72	194
"ENSG00000213363"	0	6	80
"ENSG00000213365"	1	0	1
"ENSG00000213366"	148	197	924
"ENSG00000213368"	28	18	6
"ENSG00000213370"	0	2	8
"ENSG00000213371"	2	15	17
"ENSG00000213373"	7	19	0
"ENSG00000213376"	0	9	80
"ENSG00000213380"	110	42	386
"ENSG00000213383"	0	1	11
"ENSG00000213384"	0	0	2
"ENSG00000213385"	13	3	11
"ENSG00000213386"	2	3	0
"ENSG00000213390"	581	109	492
"ENSG00000213393"	0	0	0
"ENSG00000213394"	1	8	2
"ENSG00000213397"	12	8	57
"ENSG00000213398"	62	89	579
"ENSG00000213399"	4	72	71
"ENSG00000213400"	5	3	1
"ENSG00000213401"	0	0	0
"ENSG00000213402"	0	0	0
"ENSG00000213403"	0	10	1
"ENSG00000213406"	3	14	106
"ENSG00000213409"	6	2	10
"ENSG00000213411"	2	13	11
"ENSG00000213412"	10	5	34
"ENSG00000213413"	0	3	37
"ENSG00000213414"	0	1	4
"ENSG00000213416"	1	3	14
"ENSG00000213417"	1	0	0
"ENSG00000213420"	42	34	199
"ENSG00000213421"	0	3	0
"ENSG00000213423"	0	0	3
"ENSG00000213424"	0	2	0
"ENSG00000213430"	12	29	112
"ENSG00000213431"	2	2	0
"ENSG00000213432"	6	0	5
"ENSG00000213433"	0	0	0
"ENSG00000213434"	4	4	6
"ENSG00000213435"	20	3	38
"ENSG00000213438"	0	0	0
"ENSG00000213439"	0	4	0
"ENSG00000213440"	24	2	22
"ENSG00000213442"	112	66	199
"ENSG00000213443"	0	0	0
"ENSG00000213445"	212	78	1759
"ENSG00000213448"	0	2	1
"ENSG00000213449"	0	2	0
"ENSG00000213450"	1	0	2
"ENSG00000213451"	0	0	0
"ENSG00000213452"	6	0	2
"ENSG00000213453"	48	12	82
"ENSG00000213455"	0	1	0
"ENSG00000213461"	0	1	0
"ENSG00000213462"	201	17	326
"ENSG00000213463"	1144	307	1723
"ENSG00000213465"	100	50	615
"ENSG00000213467"	0	4	32
"ENSG00000213468"	1	32	2
"ENSG00000213470"	1	1	1
"ENSG00000213471"	9	3	9
"ENSG00000213478"	0	3	3
"ENSG00000213480"	0	9	2
"ENSG00000213483"	2	11	0
"ENSG00000213484"	4	8	2
"ENSG00000213486"	0	1	0
"ENSG00000213487"	0	1	0
"ENSG00000213488"	1	0	0
"ENSG00000213489"	0	0	1
"ENSG00000213492"	0	0	0
"ENSG00000213493"	0	3	21
"ENSG00000213495"	0	2	0
"ENSG00000213498"	0	0	0
"ENSG00000213500"	2	2	2
