"240827_n6"	"240905_n6"	"241210_ICP4"	"241210_n6"	"241213_ICP4"	"241213_n6"	"241217_n6"
"ENSG00000236017"	0	0	0	0	0	0	0
"ENSG00000236018"	7	4	0	0	0	0	1
"ENSG00000236021"	37	37	52	7	56	20	7
"ENSG00000236022"	0	0	0	0	4	0	0
"ENSG00000236024"	0	11	0	0	2	16	0
"ENSG00000236025"	0	0	0	0	0	0	0
"ENSG00000236026"	0	0	0	0	0	0	0
"ENSG00000236027"	0	0	0	0	0	0	0
"ENSG00000236028"	0	0	0	0	0	0	0
"ENSG00000236031"	0	0	0	0	0	0	0
"ENSG00000236032"	0	0	0	0	0	0	0
"ENSG00000236035"	0	0	0	0	0	1	0
"ENSG00000236036"	20	19	39	40	16	53	3
"ENSG00000236039"	75	8	18	19	32	34	7
"ENSG00000236040"	0	0	0	0	0	0	0
"ENSG00000236041"	0	0	0	0	0	0	0
"ENSG00000236042"	0	0	0	0	0	0	0
"ENSG00000236044"	0	0	7	0	0	0	0
"ENSG00000236045"	0	0	0	0	0	0	0
"ENSG00000236046"	0	0	0	0	0	0	0
"ENSG00000236047"	0	0	10	0	4	0	6
"ENSG00000236048"	0	2	1	0	6	2	0
"ENSG00000236049"	0	7	10	0	1	0	0
"ENSG00000236051"	0	0	0	0	0	4	0
"ENSG00000236052"	0	0	0	0	0	0	0
"ENSG00000236053"	0	0	1	0	0	4	0
"ENSG00000236054"	0	0	0	0	0	3	2
"ENSG00000236056"	38	7	0	0	4	0	5
"ENSG00000236058"	18	29	29	29	12	12	10
"ENSG00000236060"	69	35	12	72	55	101	37
"ENSG00000236062"	1	0	0	0	0	0	0
"ENSG00000236064"	8	9	0	49	13	12	1
"ENSG00000236065"	0	0	0	0	0	0	0
"ENSG00000236068"	0	0	0	0	0	0	0
"ENSG00000236069"	0	2	0	0	1	0	0
"ENSG00000236072"	0	0	0	0	0	0	0
"ENSG00000236073"	0	0	12	0	0	0	0
"ENSG00000236075"	0	0	0	0	0	0	0
"ENSG00000236076"	0	0	0	0	0	0	0
"ENSG00000236077"	0	0	0	0	0	0	0
"ENSG00000236078"	8	2	0	12	6	6	12
"ENSG00000236079"	0	0	0	0	0	0	0
"ENSG00000236080"	10	0	15	0	0	0	3
"ENSG00000236081"	0	0	0	0	0	0	0
"ENSG00000236083"	0	0	0	0	0	0	0
"ENSG00000236085"	0	0	0	0	0	0	0
"ENSG00000236086"	0	0	13	0	0	0	0
"ENSG00000236088"	545	528	327	270	309	459	261
"ENSG00000236090"	117	131	20	113	44	117	36
"ENSG00000236091"	0	2	0	7	10	18	8
"ENSG00000236095"	0	0	11	15	19	0	1
"ENSG00000236097"	0	0	0	0	0	0	0
"ENSG00000236098"	7	20	0	23	33	11	7
"ENSG00000236099"	0	0	0	0	0	0	0
"ENSG00000236101"	0	0	0	0	0	0	0
"ENSG00000236102"	0	0	0	0	0	0	0
"ENSG00000236104"	1714	1648	2240	2102	2048	1427	963
"ENSG00000236105"	0	0	0	1	0	0	0
"ENSG00000236106"	0	0	0	0	0	0	0
"ENSG00000236107"	19	15	18	0	5	16	8
"ENSG00000236108"	0	0	0	0	0	0	1
"ENSG00000236109"	0	0	0	0	0	0	0
"ENSG00000236110"	0	0	0	0	0	0	0
"ENSG00000236111"	0	0	0	0	2	0	0
"ENSG00000236114"	0	0	12	0	0	0	0
"ENSG00000236115"	0	0	6	0	0	0	0
"ENSG00000236116"	0	0	0	0	0	0	0
"ENSG00000236117"	0	0	0	9	0	0	0
"ENSG00000236118"	0	0	0	0	0	7	0
"ENSG00000236119"	0	0	0	0	0	6	0
"ENSG00000236120"	0	11	12	20	6	16	0
"ENSG00000236121"	0	0	0	0	0	0	0
"ENSG00000236123"	17	7	19	26	10	25	1
"ENSG00000236124"	0	0	0	0	0	0	0
"ENSG00000236125"	0	0	0	0	0	0	0
"ENSG00000236126"	0	0	0	0	0	0	0
"ENSG00000236129"	0	0	0	0	0	0	0
"ENSG00000236130"	0	0	0	0	0	0	2
"ENSG00000236131"	0	0	0	0	0	0	0
"ENSG00000236132"	0	0	19	0	0	0	0
"ENSG00000236133"	0	0	0	0	0	4	1
"ENSG00000236136"	0	0	0	0	0	0	0
"ENSG00000236137"	4	29	22	11	7	0	0
"ENSG00000236138"	119	100	80	60	118	51	52
"ENSG00000236140"	1	4	0	0	1	5	1
"ENSG00000236141"	0	0	0	0	0	0	0
"ENSG00000236144"	494	302	359	353	303	220	306
"ENSG00000236145"	0	0	0	0	0	0	0
"ENSG00000236146"	0	0	0	0	4	6	0
"ENSG00000236148"	1	1	0	1	3	2	0
"ENSG00000236151"	0	0	0	0	0	0	0
"ENSG00000236152"	0	7	0	0	2	3	0
"ENSG00000236153"	0	0	10	0	0	12	1
"ENSG00000236154"	0	5	0	0	0	0	0
"ENSG00000236155"	0	0	0	0	0	0	0
"ENSG00000236156"	0	0	0	0	0	0	0
"ENSG00000236158"	0	0	0	0	0	0	0
"ENSG00000236159"	0	0	0	0	0	6	0
"ENSG00000236160"	0	0	0	0	0	0	0
"ENSG00000236162"	0	0	0	0	0	0	0
"ENSG00000236164"	0	0	0	0	0	0	0
"ENSG00000236165"	0	13	2	0	0	0	3
"ENSG00000236167"	0	0	0	0	0	0	0
"ENSG00000236168"	0	0	0	0	0	0	0
"ENSG00000236170"	0	0	0	0	0	0	0
"ENSG00000236171"	0	0	0	0	0	0	0
"ENSG00000236172"	0	0	0	0	0	0	0
"ENSG00000236173"	0	0	2	0	3	0	0
"ENSG00000236175"	0	0	0	0	0	0	0
"ENSG00000236176"	0	0	0	0	0	0	0
"ENSG00000236179"	0	0	0	0	0	0	0
"ENSG00000236180"	0	0	0	0	0	8	1
"ENSG00000236182"	0	0	0	0	0	0	0
"ENSG00000236184"	0	8	9	0	4	0	7
"ENSG00000236185"	0	0	0	0	0	0	0
"ENSG00000236187"	0	0	0	0	0	0	0
"ENSG00000236188"	0	0	0	0	0	0	0
"ENSG00000236189"	0	0	0	0	0	0	0
"ENSG00000236190"	0	0	0	0	0	0	0
"ENSG00000236191"	0	2	0	0	0	0	0
"ENSG00000236193"	0	0	0	0	0	0	0
"ENSG00000236194"	0	0	0	0	0	0	1
"ENSG00000236195"	0	0	0	0	0	0	0
"ENSG00000236197"	0	16	7	9	18	13	1
"ENSG00000236199"	0	0	0	0	0	0	0
"ENSG00000236200"	85	82	80	64	67	39	27
"ENSG00000236202"	0	0	0	0	0	0	0
"ENSG00000236204"	108	76	173	147	127	81	54
"ENSG00000236205"	0	0	0	0	0	0	0
"ENSG00000236206"	0	4	0	0	0	0	0
"ENSG00000236208"	0	0	0	0	0	0	0
"ENSG00000236209"	42	24	85	24	12	21	11
"ENSG00000236211"	0	0	0	0	0	0	0
"ENSG00000236212"	8	0	4	0	9	0	2
"ENSG00000236213"	38	9	18	4	7	7	0
"ENSG00000236216"	0	0	0	0	0	0	0
"ENSG00000236217"	0	0	0	0	0	0	0
"ENSG00000236226"	0	0	0	0	0	0	0
"ENSG00000236229"	1	0	0	0	3	0	0
"ENSG00000236230"	43	22	45	7	45	25	6
"ENSG00000236231"	0	0	0	0	0	0	0
"ENSG00000236232"	0	0	0	0	0	0	0
"ENSG00000236234"	41	0	24	20	9	0	2
"ENSG00000236235"	0	0	0	0	0	0	0
"ENSG00000236238"	0	2	0	9	0	5	0
"ENSG00000236240"	0	0	0	0	0	0	0
"ENSG00000236241"	0	0	0	0	0	0	0
"ENSG00000236242"	0	0	0	0	0	0	0
"ENSG00000236243"	0	0	0	0	0	0	0
"ENSG00000236244"	0	0	0	0	0	0	0
"ENSG00000236246"	0	0	0	0	0	0	0
"ENSG00000236248"	0	0	0	0	0	0	0
"ENSG00000236252"	0	0	0	0	0	0	0
"ENSG00000236253"	0	0	0	0	0	0	0
"ENSG00000236254"	0	3	0	0	9	0	0
"ENSG00000236255"	469	398	340	197	323	187	199
"ENSG00000236256"	38	8	45	10	2	17	8
"ENSG00000236257"	0	1	1	0	0	0	0
"ENSG00000236258"	0	0	0	0	0	0	0
"ENSG00000236259"	0	0	0	12	3	0	0
"ENSG00000236261"	0	0	0	0	0	0	0
"ENSG00000236262"	0	0	0	0	0	0	0
"ENSG00000236263"	0	0	0	0	0	0	0
"ENSG00000236264"	0	0	0	0	0	0	0
"ENSG00000236266"	0	0	1	2	0	0	1
"ENSG00000236267"	0	0	0	0	0	0	0
"ENSG00000236268"	16	0	0	2	0	0	1
"ENSG00000236272"	0	0	0	0	0	0	0
"ENSG00000236274"	0	0	0	0	0	0	0
"ENSG00000236276"	0	0	0	10	2	0	0
"ENSG00000236277"	0	0	0	0	0	0	0
"ENSG00000236278"	0	0	0	0	0	0	0
"ENSG00000236279"	43	3	30	35	7	6	1
"ENSG00000236281"	1	2	0	3	1	0	2
"ENSG00000236283"	56	67	76	43	53	45	33
"ENSG00000236284"	0	0	0	0	0	0	0
"ENSG00000236285"	1	2	0	2	3	2	0
"ENSG00000236287"	2888	2832	3083	2156	2965	2466	1877
"ENSG00000236289"	0	3	0	0	0	0	0
"ENSG00000236290"	0	0	0	0	0	0	0
"ENSG00000236292"	0	0	0	0	0	0	0
"ENSG00000236295"	0	0	0	0	0	0	0
"ENSG00000236296"	0	0	0	0	0	0	0
"ENSG00000236297"	0	0	1	5	0	6	1
"ENSG00000236299"	0	0	0	0	0	0	0
"ENSG00000236300"	0	0	0	0	0	0	0
"ENSG00000236301"	0	0	0	5	0	0	0
"ENSG00000236303"	23	3	0	0	0	0	0
"ENSG00000236304"	48	13	0	0	16	24	9
"ENSG00000236305"	0	27	4	5	17	14	3
"ENSG00000236306"	0	0	0	0	0	0	0
"ENSG00000236307"	5	7	5	1	8	2	5
"ENSG00000236308"	0	12	13	6	1	8	5
"ENSG00000236311"	0	0	13	0	3	0	0
"ENSG00000236312"	0	0	1	1	2	0	1
"ENSG00000236313"	0	0	0	0	0	0	0
"ENSG00000236316"	0	0	0	0	0	0	0
"ENSG00000236317"	0	0	0	0	0	0	0
"ENSG00000236318"	0	0	0	0	0	0	0
"ENSG00000236319"	0	0	0	0	0	0	0
"ENSG00000236320"	0	1	16	0	0	0	0
"ENSG00000236323"	0	0	0	0	0	0	0
"ENSG00000236324"	0	0	0	0	0	0	0
"ENSG00000236325"	0	0	0	0	2	2	1
"ENSG00000236326"	0	0	0	0	0	0	0
"ENSG00000236327"	0	0	0	0	0	0	0
"ENSG00000236330"	1	18	22	32	17	8	3
"ENSG00000236332"	0	0	0	0	0	0	0
"ENSG00000236333"	1357	3852	1055	1103	1242	1465	797
"ENSG00000236334"	0	0	0	0	0	0	0
"ENSG00000236335"	0	0	0	0	0	0	0
"ENSG00000236336"	0	0	0	0	0	0	0
"ENSG00000236337"	16	2	0	0	0	0	4
"ENSG00000236339"	0	0	0	0	0	0	0
"ENSG00000236340"	0	0	0	0	11	0	0
"ENSG00000236341"	0	0	0	5	3	6	5
"ENSG00000236343"	0	0	0	0	0	0	0
"ENSG00000236345"	48	132	16	15	15	32	13
"ENSG00000236347"	0	0	0	0	0	2	0
"ENSG00000236348"	0	0	0	1	0	0	1
"ENSG00000236349"	0	39	12	45	25	10	21
"ENSG00000236352"	0	0	0	0	0	0	0
"ENSG00000236354"	0	0	8	0	1	6	0
"ENSG00000236355"	0	0	0	0	4	0	0
"ENSG00000236356"	0	0	0	0	0	0	0
"ENSG00000236357"	0	0	0	0	0	0	0
"ENSG00000236358"	0	0	0	0	3	0	0
"ENSG00000236359"	0	0	0	0	0	0	0
"ENSG00000236360"	8	44	25	20	32	27	19
"ENSG00000236362"	0	0	0	0	0	0	0
"ENSG00000236364"	78	57	30	39	44	30	39
"ENSG00000236365"	0	0	0	0	1	0	0
"ENSG00000236366"	11	3	1	0	0	1	0
"ENSG00000236371"	0	0	0	0	0	0	0
"ENSG00000236372"	0	0	0	0	0	9	0
"ENSG00000236373"	0	0	2	14	7	0	0
"ENSG00000236375"	0	1	0	0	0	0	1
"ENSG00000236376"	0	0	0	0	0	0	0
"ENSG00000236377"	10	16	0	13	11	12	10
"ENSG00000236378"	0	0	0	0	0	0	0
"ENSG00000236379"	0	0	0	0	0	0	0
"ENSG00000236380"	0	0	0	0	0	0	0
"ENSG00000236382"	0	0	0	0	0	0	0
"ENSG00000236383"	77	104	129	37	85	55	93
"ENSG00000236384"	8	0	0	0	0	0	2
"ENSG00000236385"	0	0	0	0	0	0	0
"ENSG00000236386"	0	0	0	0	0	0	0
"ENSG00000236387"	0	0	0	0	0	0	0
"ENSG00000236388"	0	0	0	0	0	0	0
"ENSG00000236389"	0	0	0	11	0	0	0
"ENSG00000236390"	0	0	0	0	0	0	2
"ENSG00000236391"	0	0	0	0	0	0	0
"ENSG00000236393"	82	195	96	107	220	129	27
"ENSG00000236394"	0	0	2	0	5	7	0
"ENSG00000236395"	0	0	0	0	0	0	0
"ENSG00000236396"	0	0	0	0	0	0	0
"ENSG00000236397"	47	46	65	48	79	91	78
"ENSG00000236398"	0	0	0	0	0	0	0
"ENSG00000236400"	0	0	0	0	0	0	0
"ENSG00000236401"	0	0	0	0	0	0	2
"ENSG00000236403"	0	0	0	0	5	2	0
"ENSG00000236404"	115	109	287	225	312	171	36
"ENSG00000236405"	0	0	0	0	0	0	0
"ENSG00000236407"	0	0	0	0	0	0	0
"ENSG00000236408"	0	0	0	0	0	0	0
"ENSG00000236409"	0	0	0	0	0	0	0
"ENSG00000236411"	0	5	0	0	1	2	0
"ENSG00000236412"	0	0	0	0	0	0	0
"ENSG00000236413"	0	0	0	0	0	0	0
"ENSG00000236414"	0	0	0	0	0	0	0
"ENSG00000236417"	0	0	0	8	0	0	0
"ENSG00000236420"	0	0	1	0	0	0	0
"ENSG00000236423"	54	31	157	95	117	84	29
"ENSG00000236424"	0	0	0	0	0	0	0
"ENSG00000236425"	0	0	0	0	0	0	0
"ENSG00000236426"	0	0	0	0	7	21	4
"ENSG00000236427"	128	341	158	156	215	194	206
"ENSG00000236429"	0	0	0	0	0	0	0
"ENSG00000236430"	0	0	0	0	0	0	0
"ENSG00000236431"	30	93	85	0	77	41	27
"ENSG00000236432"	100	81	75	18	99	45	56
"ENSG00000236433"	0	0	0	0	0	0	0
"ENSG00000236434"	0	0	0	0	0	3	1
"ENSG00000236435"	0	0	0	0	2	0	0
"ENSG00000236436"	0	0	0	0	0	0	0
"ENSG00000236437"	0	0	0	0	0	0	0
"ENSG00000236438"	0	0	0	0	0	0	0
"ENSG00000236439"	46	45	27	43	49	84	55
"ENSG00000236440"	0	0	0	1	2	0	0
"ENSG00000236442"	0	0	0	0	0	0	0
"ENSG00000236444"	41	62	67	22	47	60	32
"ENSG00000236445"	0	0	0	0	0	0	0
"ENSG00000236446"	0	0	0	0	0	0	0
"ENSG00000236447"	0	0	0	0	0	0	0
"ENSG00000236449"	28	12	20	13	18	3	9
"ENSG00000236450"	0	0	0	0	0	0	0
"ENSG00000236451"	7	12	0	0	6	0	0
"ENSG00000236452"	0	0	17	0	0	0	0
"ENSG00000236453"	656	366	634	367	210	150	52
"ENSG00000236456"	18	117	70	20	48	33	23
"ENSG00000236457"	0	4	0	0	0	0	0
"ENSG00000236459"	25	1	1	3	0	2	2
"ENSG00000236460"	0	0	0	0	0	0	0
"ENSG00000236461"	0	6	4	0	2	9	0
"ENSG00000236463"	0	0	0	0	5	0	1
"ENSG00000236464"	0	0	0	0	0	0	0
"ENSG00000236466"	0	0	10	0	0	0	0
"ENSG00000236467"	18	15	22	12	16	1	28
"ENSG00000236468"	0	0	1	3	1	0	0
"ENSG00000236469"	0	0	0	0	0	0	0
"ENSG00000236471"	0	17	5	0	0	0	0
"ENSG00000236472"	14	12	0	0	0	4	2
"ENSG00000236473"	0	0	0	0	2	0	0
"ENSG00000236474"	0	0	0	0	0	0	0
"ENSG00000236475"	0	0	0	0	0	2	0
"ENSG00000236476"	0	0	0	0	0	0	0
"ENSG00000236477"	0	0	0	0	0	0	0
"ENSG00000236478"	0	0	0	0	0	0	0
"ENSG00000236480"	19	7	5	26	13	12	6
"ENSG00000236481"	0	0	0	0	0	0	0
"ENSG00000236483"	0	3	0	0	0	0	2
"ENSG00000236484"	0	0	0	0	0	0	0
"ENSG00000236485"	0	7	0	0	0	0	0
"ENSG00000236487"	0	0	0	0	0	0	0
"ENSG00000236489"	0	0	0	0	0	0	2
"ENSG00000236491"	7	23	0	5	0	8	8
"ENSG00000236493"	9	5	5	21	11	3	1
"ENSG00000236494"	0	0	4	0	0	0	0
"ENSG00000236495"	0	0	0	0	0	0	0
"ENSG00000236496"	88	87	42	134	78	56	41
"ENSG00000236497"	0	0	0	0	0	1	3
"ENSG00000236498"	0	4	0	0	3	0	7
"ENSG00000236499"	0	0	0	17	2	0	2
"ENSG00000236500"	0	0	0	0	5	0	0
"ENSG00000236501"	15	18	10	0	9	0	7
"ENSG00000236502"	0	0	0	13	0	0	0
"ENSG00000236503"	0	0	0	0	0	0	0
"ENSG00000236504"	0	0	0	0	0	0	0
"ENSG00000236505"	0	0	0	0	0	0	0
"ENSG00000236507"	0	0	0	0	0	12	0
"ENSG00000236508"	0	0	0	0	0	0	0
"ENSG00000236509"	15	0	0	1	0	0	2
"ENSG00000236510"	0	0	4	0	0	0	0
"ENSG00000236511"	19	9	21	2	0	0	2
"ENSG00000236512"	0	2	0	0	0	0	3
"ENSG00000236513"	0	0	0	0	0	0	0
"ENSG00000236514"	3	7	7	0	0	0	15
"ENSG00000236516"	0	0	0	0	0	0	0
"ENSG00000236519"	0	46	13	0	22	34	18
"ENSG00000236520"	14	2	0	0	0	0	0
"ENSG00000236521"	0	0	0	0	0	17	0
"ENSG00000236523"	1	1	0	0	0	0	1
"ENSG00000236525"	0	0	0	0	0	0	0
"ENSG00000236526"	21	15	0	0	1	0	0
"ENSG00000236527"	0	7	0	0	0	4	3
"ENSG00000236528"	0	1	0	0	3	3	1
"ENSG00000236529"	36	14	44	0	21	20	12
"ENSG00000236530"	1	7	0	0	0	0	0
"ENSG00000236531"	0	0	0	0	0	0	0
"ENSG00000236532"	20	0	12	17	8	5	0
"ENSG00000236533"	2	1	1	4	3	2	2
"ENSG00000236534"	0	0	0	1	0	0	0
"ENSG00000236535"	0	0	0	0	1	0	2
"ENSG00000236536"	56	105	111	130	93	84	22
"ENSG00000236538"	0	0	0	0	0	0	0
"ENSG00000236539"	1	1	0	1	0	0	0
"ENSG00000236540"	97	75	31	43	32	27	36
"ENSG00000236541"	0	0	0	0	0	0	0
"ENSG00000236542"	0	0	0	0	0	0	1
"ENSG00000236543"	0	0	0	0	0	0	0
"ENSG00000236544"	0	0	0	0	0	0	0
"ENSG00000236545"	0	0	0	0	0	0	0
"ENSG00000236546"	0	30	53	35	23	28	14
"ENSG00000236548"	25	67	53	80	110	99	25
"ENSG00000236549"	0	0	0	0	0	0	0
"ENSG00000236550"	0	0	0	0	0	0	0
"ENSG00000236552"	741	828	765	1296	1102	1080	602
"ENSG00000236554"	0	0	0	0	0	0	1
"ENSG00000236555"	0	0	0	0	0	0	0
"ENSG00000236556"	0	0	0	0	0	0	0
"ENSG00000236559"	0	0	0	0	0	0	2
"ENSG00000236562"	14	11	0	3	2	7	8
"ENSG00000236564"	0	0	0	0	0	0	0
"ENSG00000236565"	3	26	1	13	30	68	8
"ENSG00000236567"	9	10	5	0	5	13	0
"ENSG00000236569"	0	0	0	0	0	0	0
"ENSG00000236570"	4	12	2	3	1	1	7
"ENSG00000236571"	0	0	0	0	0	0	0
"ENSG00000236572"	0	0	0	0	0	0	0
"ENSG00000236574"	0	0	0	0	0	0	0
"ENSG00000236576"	0	0	0	0	0	0	0
"ENSG00000236577"	27	17	25	10	4	2	3
"ENSG00000236580"	0	0	0	0	0	0	0
"ENSG00000236581"	22	39	11	8	40	37	5
"ENSG00000236582"	0	0	0	0	0	6	1
"ENSG00000236583"	0	0	0	0	0	0	0
"ENSG00000236590"	0	0	0	0	0	0	0
"ENSG00000236591"	12	6	21	18	22	3	0
"ENSG00000236592"	0	2	0	0	0	0	1
"ENSG00000236594"	0	0	0	0	0	0	0
"ENSG00000236595"	0	2	0	0	0	0	0
"ENSG00000236596"	0	2	0	0	0	0	0
"ENSG00000236597"	0	0	0	0	0	0	0
"ENSG00000236599"	0	0	0	0	0	0	0
"ENSG00000236601"	0	0	0	0	0	0	0
"ENSG00000236603"	126	262	164	270	236	251	115
"ENSG00000236604"	0	1	0	0	0	0	0
"ENSG00000236605"	0	1	0	0	0	0	0
"ENSG00000236606"	0	0	0	0	0	0	0
"ENSG00000236607"	1	0	0	0	0	0	0
"ENSG00000236608"	0	1	0	0	0	0	0
"ENSG00000236609"	14	25	37	3	22	19	3
"ENSG00000236610"	0	0	0	0	0	0	0
"ENSG00000236611"	5	4	0	0	0	0	0
"ENSG00000236612"	0	0	0	0	0	0	0
"ENSG00000236615"	0	0	0	0	0	0	0
"ENSG00000236616"	11	0	0	0	2	4	0
"ENSG00000236617"	8	44	72	74	31	24	17
"ENSG00000236618"	38	52	118	85	65	20	24
"ENSG00000236620"	0	0	0	0	0	0	0
"ENSG00000236626"	0	0	0	0	0	0	0
"ENSG00000236627"	0	0	0	0	0	0	0
"ENSG00000236634"	0	0	0	0	0	0	0
"ENSG00000236635"	0	0	0	0	0	0	0
"ENSG00000236636"	0	0	0	0	0	0	0
"ENSG00000236637"	0	0	0	0	0	0	0
"ENSG00000236638"	0	0	0	0	0	0	0
"ENSG00000236641"	0	0	0	0	0	0	0
"ENSG00000236643"	16	7	11	0	3	2	7
"ENSG00000236646"	0	1	1	0	0	0	0
"ENSG00000236647"	0	0	0	0	0	0	0
"ENSG00000236648"	0	0	0	0	0	0	0
"ENSG00000236651"	33	81	0	36	23	34	9
"ENSG00000236653"	0	0	6	0	0	0	0
"ENSG00000236654"	26	15	20	35	32	49	32
"ENSG00000236655"	0	0	0	0	0	0	0
"ENSG00000236656"	0	0	0	0	0	0	0
"ENSG00000236658"	16	0	0	0	5	8	1
"ENSG00000236662"	0	2	0	0	0	0	0
"ENSG00000236663"	0	0	0	0	0	0	0
"ENSG00000236664"	0	0	0	0	0	0	0
"ENSG00000236665"	6	3	13	0	0	0	0
"ENSG00000236666"	0	0	0	0	0	0	0
"ENSG00000236667"	0	0	0	0	0	1	0
"ENSG00000236668"	0	0	0	0	0	0	0
"ENSG00000236670"	8	6	0	0	14	1	13
"ENSG00000236671"	141	158	16	95	96	123	42
"ENSG00000236674"	0	0	0	0	0	0	0
"ENSG00000236675"	848	905	987	782	861	672	116
"ENSG00000236676"	0	1	0	0	0	0	0
"ENSG00000236677"	0	0	0	0	6	0	0
"ENSG00000236678"	0	0	2	9	0	0	0
"ENSG00000236679"	0	0	0	0	0	0	0
"ENSG00000236680"	0	3	2	1	4	3	0
"ENSG00000236681"	0	0	0	0	0	0	0
"ENSG00000236682"	52	97	209	217	163	117	46
"ENSG00000236683"	27	4	19	39	8	4	5
"ENSG00000236686"	0	2	14	0	12	2	3
"ENSG00000236687"	0	0	0	0	0	0	0
"ENSG00000236689"	0	0	0	0	0	0	0
"ENSG00000236690"	0	0	0	0	0	0	0
"ENSG00000236691"	0	0	0	0	0	0	0
"ENSG00000236692"	0	0	0	0	0	0	0
"ENSG00000236695"	0	0	0	0	0	0	0
"ENSG00000236698"	112	88	115	84	121	78	66
"ENSG00000236699"	0	8	22	11	3	7	10
"ENSG00000236700"	22	22	7	20	2	1	1
"ENSG00000236701"	0	0	0	0	0	6	0
"ENSG00000236703"	0	4	0	0	0	0	0
"ENSG00000236704"	0	0	10	0	0	0	0
"ENSG00000236708"	0	0	13	0	0	0	0
"ENSG00000236709"	0	0	0	0	0	0	0
"ENSG00000236710"	20	8	0	6	10	2	5
"ENSG00000236711"	0	3	6	0	0	4	6
"ENSG00000236712"	0	2	0	0	0	0	0
"ENSG00000236713"	0	6	11	5	0	2	0
"ENSG00000236714"	53	46	15	52	21	23	10
"ENSG00000236716"	0	0	0	0	0	0	0
"ENSG00000236717"	0	0	0	1	0	0	0
"ENSG00000236718"	0	0	0	0	0	0	0
"ENSG00000236719"	0	0	0	8	0	0	1
"ENSG00000236720"	0	0	0	0	0	0	0
"ENSG00000236722"	0	0	0	0	0	0	0
"ENSG00000236723"	0	0	0	5	0	7	0
"ENSG00000236724"	0	0	0	0	6	0	0
"ENSG00000236731"	0	0	0	9	0	0	0
"ENSG00000236732"	0	0	0	0	0	0	3
"ENSG00000236733"	0	0	0	0	0	0	0
"ENSG00000236735"	2	1	2	4	2	1	6
"ENSG00000236736"	0	0	0	0	0	0	0
"ENSG00000236737"	0	0	0	0	0	0	0
"ENSG00000236739"	25	27	2	9	3	1	13
"ENSG00000236741"	7	3	0	0	10	1	3
"ENSG00000236744"	0	0	0	0	0	0	0
"ENSG00000236745"	0	0	0	0	0	0	0
"ENSG00000236747"	0	0	0	0	0	0	0
"ENSG00000236748"	0	0	0	0	0	0	0
"ENSG00000236750"	15	46	68	1	23	24	14
"ENSG00000236751"	6	16	0	0	0	3	0
"ENSG00000236753"	1069	831	1246	845	919	608	528
"ENSG00000236754"	0	5	0	0	10	0	3
"ENSG00000236756"	28	74	31	19	39	31	23
"ENSG00000236758"	0	0	0	0	0	0	0
"ENSG00000236760"	0	0	0	0	0	0	0
"ENSG00000236761"	0	0	3	0	0	0	3
"ENSG00000236762"	2	2	0	0	0	2	0
"ENSG00000236763"	0	0	0	0	0	0	0
"ENSG00000236764"	0	2	5	5	22	23	13
"ENSG00000236768"	0	4	0	1	0	7	3
"ENSG00000236769"	0	0	0	0	0	3	0
"ENSG00000236770"	0	0	11	0	0	0	0
"ENSG00000236772"	0	4	0	8	1	2	2
"ENSG00000236773"	11	1	11	4	0	10	1
"ENSG00000236775"	0	0	0	0	0	3	0
"ENSG00000236776"	0	0	0	0	0	0	0
"ENSG00000236777"	0	0	0	1	0	0	0
"ENSG00000236778"	48	102	70	52	98	83	52
"ENSG00000236779"	0	0	0	1	0	0	0
"ENSG00000236780"	27	29	91	56	40	25	8
"ENSG00000236782"	4	2	15	0	5	15	10
"ENSG00000236783"	0	0	0	0	0	0	0
"ENSG00000236785"	0	0	0	0	0	0	0
"ENSG00000236786"	0	0	0	0	0	0	0
"ENSG00000236790"	0	37	14	13	25	23	1
"ENSG00000236791"	0	0	0	0	0	0	0
"ENSG00000236792"	0	0	0	0	1	1	0
"ENSG00000236794"	0	0	0	0	0	0	0
"ENSG00000236795"	0	0	0	0	0	0	0
"ENSG00000236796"	0	0	0	0	0	0	3
"ENSG00000236797"	0	0	0	0	0	0	0
"ENSG00000236799"	0	0	0	0	4	0	0
"ENSG00000236800"	0	0	0	0	0	0	0
"ENSG00000236801"	52	18	123	78	101	115	34
"ENSG00000236803"	0	0	0	0	0	0	0
"ENSG00000236804"	0	2	0	0	0	1	1
"ENSG00000236806"	1	0	0	0	0	0	6
"ENSG00000236807"	0	0	0	0	0	0	0
"ENSG00000236809"	32	96	24	16	63	59	19
"ENSG00000236810"	33	79	74	68	90	47	39
"ENSG00000236811"	12	10	5	5	4	8	4
"ENSG00000236813"	0	0	0	1	0	1	0
"ENSG00000236814"	59	78	40	52	54	34	24
"ENSG00000236816"	0	0	0	0	0	0	0
"ENSG00000236817"	0	0	0	0	0	0	2
"ENSG00000236818"	1	0	0	0	0	0	0
"ENSG00000236819"	23	12	21	36	45	9	6
"ENSG00000236822"	0	0	0	0	0	0	0
"ENSG00000236823"	0	0	0	0	0	0	0
"ENSG00000236824"	1977	2253	2717	6799	3183	2832	1910
"ENSG00000236825"	0	0	0	0	0	0	0
"ENSG00000236827"	0	0	0	0	0	0	0
"ENSG00000236828"	0	0	0	0	0	0	0
"ENSG00000236829"	0	0	0	0	0	0	0
"ENSG00000236830"	101	81	125	44	68	65	43
"ENSG00000236831"	0	0	0	0	0	0	0
"ENSG00000236832"	0	0	0	0	0	0	0
