"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"	"annotation_short"
"466"	"ENSG00000141582"	"17"	79839342	79839459	118	"*"	"KOS_4h_peak_661"	66	"."	7.10223	11.51087	6.66428	47	"Promoter (<=1kb)"	17	79833156	79839440	6285	2	"ENST00000269397"	0	"CBX4"	"Promoter (<=1kb)"
"467"	"ENSG00000141644"	"18"	50281524	50281575	52	"*"	"KOS_4h_peak_709"	41	"."	5.60811	8.76486	4.17206	41	"Promoter (<=1kb)"	18	50268846	50281523	12678	2	"ENST00000269468"	-1	"MBD1"	"Promoter (<=1kb)"
"468"	"ENSG00000141682"	"18"	59899974	59900115	142	"*"	"KOS_4h_peak_713"	17	"."	3.9985	5.86251	1.70983	22	"Promoter (<=1kb)"	18	59899996	59904305	4310	1	"ENST00000316660"	0	"PMAIP1"	"Promoter (<=1kb)"
"469"	"ENSG00000141956"	"21"	41805984	41806217	234	"*"	"KOS_4h_peak_973"	318	"."	10.39533	38.29097	31.88578	135	"Promoter (1-2kb)"	21	41801657	41804723	3067	2	"ENST00000477633"	-1261	"PRDM15"	"Promoter (1-2kb)"
"470"	"ENSG00000141956"	"21"	41806639	41806690	52	"*"	"KOS_4h_peak_975"	47	"."	5.78004	9.37391	4.72948	11	"Promoter (1-2kb)"	21	41801657	41804723	3067	2	"ENST00000477633"	-1916	"PRDM15"	"Promoter (1-2kb)"
"471"	"ENSG00000141956"	"21"	41806291	41806447	157	"*"	"KOS_4h_peak_974"	215	"."	12.14688	27.40431	21.57757	22	"Promoter (1-2kb)"	21	41801657	41804723	3067	2	"ENST00000477633"	-1568	"PRDM15"	"Promoter (1-2kb)"
"472"	"ENSG00000141959"	"21"	44299668	44299809	142	"*"	"KOS_4h_peak_981"	178	"."	11.56476	23.48421	17.88882	46	"Promoter (<=1kb)"	21	44300051	44327376	27326	1	"ENST00000397961"	-242	"PFKL"	"Promoter (<=1kb)"
"473"	"ENSG00000142002"	"19"	4724536	4724718	183	"*"	"KOS_4h_peak_739"	173	"."	8.72371	22.90363	17.33562	104	"Promoter (<=1kb)"	19	4714106	4724673	10568	2	"ENST00000598041"	0	"DPP9"	"Promoter (<=1kb)"
"474"	"ENSG00000142082"	"11"	236121	236227	107	"*"	"KOS_4h_peak_211"	60	"."	6.47089	10.85271	6.064	61	"Promoter (<=1kb)"	11	233209	236326	3118	2	"ENST00000525237"	99	"SIRT3"	"Promoter (<=1kb)"
"475"	"ENSG00000142168"	"21"	31660215	31660266	52	"*"	"KOS_4h_peak_964"	24	"."	4.90056	6.79614	2.46564	48	"Promoter (<=1kb)"	21	31659709	31668931	9223	1	"ENST00000470944"	506	"SOD1"	"Promoter (<=1kb)"
"476"	"ENSG00000142186"	"11"	65525204	65525285	82	"*"	"KOS_4h_peak_245"	31	"."	4.66492	7.53009	3.10331	27	"Promoter (<=1kb)"	11	65525121	65538704	13584	1	"ENST00000524944"	83	"SCYL1"	"Promoter (<=1kb)"
"479"	"ENSG00000142233"	"19"	48669243	48670113	871	"*"	"KOS_4h_peak_790"	215	"."	8.99612	27.31855	21.50395	452	"Promoter (2-3kb)"	19	48661407	48673017	11611	2	"ENST00000270235"	2904	"NTN5"	"Promoter (2-3kb)"
"480"	"ENSG00000142347"	"19"	8543774	8543924	151	"*"	"KOS_4h_peak_744"	75	"."	7.96592	12.42896	7.50517	33	"Promoter (1-2kb)"	19	8544068	8545718	1651	2	"ENST00000601502"	1794	"MYO1F"	"Promoter (1-2kb)"
"481"	"ENSG00000142453"	"19"	10870810	10870904	95	"*"	"KOS_4h_peak_747"	69	"."	6.85495	11.86177	6.98135	43	"Promoter (<=1kb)"	19	10871553	10923075	51523	1	"ENST00000327064"	-649	"CARM1"	"Promoter (<=1kb)"
"482"	"ENSG00000142453"	"19"	10871348	10871502	155	"*"	"KOS_4h_peak_748"	91	"."	8.50777	14.18807	9.13614	127	"Promoter (<=1kb)"	19	10871553	10923075	51523	1	"ENST00000327064"	-51	"CARM1"	"Promoter (<=1kb)"
"483"	"ENSG00000142751"	"1"	26889979	26890030	52	"*"	"KOS_4h_peak_34"	23	"."	4.33171	6.68058	2.38836	17	"Promoter (<=1kb)"	1	26884233	26890260	6028	2	"ENST00000431781"	230	"GPN2"	"Promoter (<=1kb)"
"484"	"ENSG00000142751"	"1"	26890239	26890335	97	"*"	"KOS_4h_peak_35"	40	"."	5.89132	8.62633	4.06726	92	"Promoter (<=1kb)"	1	26876132	26890283	14152	2	"ENST00000374135"	0	"GPN2"	"Promoter (<=1kb)"
"485"	"ENSG00000142798"	"1"	21937190	21937283	94	"*"	"KOS_4h_peak_29"	36	"."	5.58033	8.1261	3.62244	74	"Promoter (<=1kb)"	1	21822244	21937310	115067	2	"ENST00000374695"	27	"HSPG2"	"Promoter (<=1kb)"
"486"	"ENSG00000143157"	"1"	166839211	166839305	95	"*"	"KOS_4h_peak_119"	24	"."	4.71278	6.75286	2.42901	75	"Promoter (<=1kb)"	1	166839447	166849208	9762	1	"ENST00000449930"	-142	"POGK"	"Promoter (<=1kb)"
"487"	"ENSG00000143337"	"1"	179882634	179882751	118	"*"	"KOS_4h_peak_123"	82	"."	7.70984	13.25506	8.26426	66	"Promoter (<=1kb)"	1	179882696	179920077	37382	1	"ENST00000435319"	0	"TOR1AIP1"	"Promoter (<=1kb)"
"488"	"ENSG00000143337"	"1"	179882287	179882494	208	"*"	"KOS_4h_peak_122"	79	"."	7.28338	12.96905	7.99772	163	"Promoter (<=1kb)"	1	179882297	179919277	36981	1	"ENST00000271583"	0	"TOR1AIP1"	"Promoter (<=1kb)"
"489"	"ENSG00000143401"	"1"	150234949	150235069	121	"*"	"KOS_4h_peak_108"	88	"."	8.11684	13.91993	8.89016	85	"Promoter (<=1kb)"	1	150218555	150234678	16124	2	"ENST00000616917"	-271	"ANP32E"	"Promoter (<=1kb)"
"490"	"ENSG00000144040"	"2"	73071582	73071682	101	"*"	"KOS_4h_peak_838"	56	"."	6.424	10.41433	5.66213	90	"Promoter (<=1kb)"	2	72944864	73071673	126810	2	"ENST00000411783"	0	"SFXN5"	"Promoter (<=1kb)"
"491"	"ENSG00000144120"	"2"	119679303	119679384	82	"*"	"KOS_4h_peak_873"	32	"."	5.14121	7.7109	3.24218	5	"Promoter (<=1kb)"	2	119679203	119686507	7305	1	"ENST00000409951"	100	"TMEM177"	"Promoter (<=1kb)"
"492"	"ENSG00000144152"	"2"	112139074	112139128	55	"*"	"KOS_4h_peak_869"	77	"."	7.34171	12.65555	7.71746	21	"Promoter (<=1kb)"	2	112138583	112187645	49063	1	"ENST00000409450"	491	"FBLN7"	"Promoter (<=1kb)"
"496"	"ENSG00000144218"	"2"	100104337	100104451	115	"*"	"KOS_4h_peak_858"	45	"."	4.90709	9.22813	4.59797	19	"Promoter (<=1kb)"	2	100008887	100104525	95639	2	"ENST00000672047"	74	"AFF3"	"Promoter (<=1kb)"
"498"	"ENSG00000144485"	"2"	238239815	238239899	85	"*"	"KOS_4h_peak_912"	32	"."	5.14121	7.7109	3.24218	6	"Promoter (<=1kb)"	2	238238605	238239958	1354	2	"ENST00000409182"	59	"HES6"	"Promoter (<=1kb)"
"499"	"ENSG00000145016"	"3"	197749690	197749793	104	"*"	"KOS_4h_peak_1091"	66	"."	7.10223	11.51087	6.66428	77	"Promoter (<=1kb)"	3	197671393	197749699	78307	2	"ENST00000273582"	0	"RUBCN"	"Promoter (<=1kb)"
"500"	"ENSG00000145113"	"3"	195767309	195767364	56	"*"	"KOS_4h_peak_1081"	79	"."	7.28338	12.96905	7.99772	30	"Promoter (2-3kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	2324	"MUC4"	"Promoter (2-3kb)"
"501"	"ENSG00000145113"	"3"	195767456	195767524	69	"*"	"KOS_4h_peak_1082"	158	"."	11.24707	21.3675	15.88268	33	"Promoter (2-3kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	2164	"MUC4"	"Promoter (2-3kb)"
"502"	"ENSG00000145113"	"3"	195767590	195767892	303	"*"	"KOS_4h_peak_1083"	279	"."	16.131	34.12669	27.92996	176	"Promoter (1-2kb)"	3	195766662	195769688	3027	2	"ENST00000486425"	1796	"MUC4"	"Promoter (1-2kb)"
"503"	"ENSG00000145491"	"5"	10441552	10441647	96	"*"	"KOS_4h_peak_1142"	24	"."	4.08924	6.80383	2.46867	4	"Promoter (<=1kb)"	5	10441524	10465024	23501	1	"ENST00000503804"	28	"ROPN1L"	"Promoter (<=1kb)"
"504"	"ENSG00000145555"	"5"	16935448	16935560	113	"*"	"KOS_4h_peak_1146"	17	"."	3.9985	5.86251	1.70983	84	"Promoter (<=1kb)"	5	16780734	16935938	155205	2	"ENST00000502436"	378	"MYO10"	"Promoter (<=1kb)"
"505"	"ENSG00000145632"	"5"	58459996	58460098	103	"*"	"KOS_4h_peak_1153"	112	"."	8.56868	16.43345	11.22945	53	"Promoter (<=1kb)"	5	58453982	58460086	6105	2	"ENST00000274289"	0	"PLK2"	"Promoter (<=1kb)"
"506"	"ENSG00000145675"	"5"	68215751	68215802	52	"*"	"KOS_4h_peak_1155"	52	"."	6.13124	9.94216	5.23651	36	"Promoter (<=1kb)"	5	68215753	68301480	85728	1	"ENST00000521657"	0	"PIK3R1"	"Promoter (<=1kb)"
"507"	"ENSG00000145819"	"5"	142770712	142770790	79	"*"	"KOS_4h_peak_1178"	74	"."	7.79825	12.34886	7.43025	36	"Promoter (<=1kb)"	5	142771119	143224097	452979	1	"ENST00000642734"	-329	"ARHGAP26"	"Promoter (<=1kb)"
"508"	"ENSG00000145919"	"5"	173616534	173616594	61	"*"	"KOS_4h_peak_1185"	59	"."	6.42651	10.78055	5.99391	23	"Promoter (<=1kb)"	5	173607521	173616588	9068	2	"ENST00000285908"	0	"BOD1"	"Promoter (<=1kb)"
"509"	"ENSG00000145990"	"6"	13487558	13487626	69	"*"	"KOS_4h_peak_1212"	93	"."	8.41291	14.40662	9.33455	25	"Promoter (<=1kb)"	6	13357830	13487600	129771	2	"ENST00000379287"	0	"GFOD1"	"Promoter (<=1kb)"
"510"	"ENSG00000146072"	"6"	47309447	47309539	93	"*"	"KOS_4h_peak_1251"	35	"."	5.67185	8.03436	3.53643	90	"Promoter (<=1kb)"	6	47231532	47309905	78374	2	"ENST00000296861"	366	"TNFRSF21"	"Promoter (<=1kb)"
"511"	"ENSG00000146373"	"6"	124962136	124962240	105	"*"	"KOS_4h_peak_1265"	27	"."	5.2071	7.08212	2.71632	15	"Promoter (<=1kb)"	6	124962437	125092633	130197	1	"ENST00000521654"	-197	"RNF217"	"Promoter (<=1kb)"
"512"	"ENSG00000146576"	"7"	6590064	6590115	52	"*"	"KOS_4h_peak_1301"	37	"."	5.50628	8.2919	3.77474	17	"Promoter (<=1kb)"	7	6590144	6608724	18581	1	"ENST00000359073"	-29	"INTS15"	"Promoter (<=1kb)"
"513"	"ENSG00000146700"	"7"	76393626	76393695	70	"*"	"KOS_4h_peak_1326"	54	"."	6.48089	10.16573	5.43914	41	"Promoter (<=1kb)"	7	76389334	76393490	4157	2	"ENST00000492979"	-136	"SSC4D"	"Promoter (<=1kb)"
"514"	"ENSG00000146707"	"7"	76627392	76627448	57	"*"	"KOS_4h_peak_1327"	87	"."	7.80057	13.81614	8.7906	26	"Promoter (<=1kb)"	7	76609986	76627279	17294	2	"ENST00000310842"	-113	"POMZP3"	"Promoter (<=1kb)"
"515"	"ENSG00000146731"	"7"	56051792	56051922	131	"*"	"KOS_4h_peak_1315"	63	"."	5.99776	11.20445	6.37681	51	"Promoter (<=1kb)"	7	56051765	56063989	12225	1	"ENST00000275603"	27	"CCT6A"	"Promoter (<=1kb)"
"516"	"ENSG00000146856"	"7"	134986769	134986929	161	"*"	"KOS_4h_peak_1353"	33	"."	5.39061	7.82393	3.34571	81	"Promoter (<=1kb)"	7	134986604	134988364	1761	1	"ENST00000470839"	165	"AGBL3"	"Promoter (<=1kb)"
"517"	"ENSG00000146963"	"7"	139359395	139359846	452	"*"	"KOS_4h_peak_1356"	147	"."	9.92204	20.20185	14.78558	218	"Promoter (<=1kb)"	7	139359512	139398624	39113	1	"ENST00000608368"	0	"LUC7L2"	"Promoter (<=1kb)"
"520"	"ENSG00000148411"	"9"	136095809	136095882	74	"*"	"KOS_4h_peak_1461"	25	"."	4.81741	6.91793	2.57334	72	"Promoter (<=1kb)"	9	136006537	136095289	88753	2	"ENST00000277554"	-520	"NACC2"	"Promoter (<=1kb)"
"521"	"ENSG00000148660"	"10"	73849173	73849278	106	"*"	"KOS_4h_peak_181"	40	"."	5.99865	8.58091	4.0249	12	"Promoter (1-2kb)"	10	73837014	73848012	10999	2	"ENST00000492020"	-1161	"CAMK2G"	"Promoter (1-2kb)"
"522"	"ENSG00000148660"	"10"	73874389	73874564	176	"*"	"KOS_4h_peak_182"	45	"."	6.23903	9.19582	4.57153	57	"Promoter (<=1kb)"	10	73812501	73874519	62019	2	"ENST00000351293"	0	"CAMK2G"	"Promoter (<=1kb)"
"523"	"ENSG00000148680"	"10"	90857559	90857781	223	"*"	"KOS_4h_peak_190"	80	"."	8.19571	13.04579	8.0732	133	"Promoter (<=1kb)"	10	90740823	90857698	116876	2	"ENST00000277874"	0	"HTR7"	"Promoter (<=1kb)"
"524"	"ENSG00000149091"	"11"	46347529	46347703	175	"*"	"KOS_4h_peak_226"	50	"."	5.99808	9.72704	5.04225	8	"Promoter (<=1kb)"	11	46347588	46379947	32360	1	"ENST00000421244"	0	"DGKZ"	"Promoter (<=1kb)"
"525"	"ENSG00000149187"	"11"	47553147	47553208	62	"*"	"KOS_4h_peak_228"	17	"."	3.9985	5.86251	1.70983	43	"Promoter (<=1kb)"	11	47465937	47553132	87196	2	"ENST00000687097"	-15	"CELF1"	"Promoter (<=1kb)"
"526"	"ENSG00000149187"	"11"	47552575	47552660	86	"*"	"KOS_4h_peak_227"	63	"."	5.99776	11.20445	6.37681	48	"Promoter (<=1kb)"	11	47465933	47553117	87185	2	"ENST00000310513"	457	"CELF1"	"Promoter (<=1kb)"
"527"	"ENSG00000149243"	"11"	75430380	75430451	72	"*"	"KOS_4h_peak_256"	20	"."	4.82208	6.3077	2.06398	51	"Promoter (<=1kb)"	11	75422394	75430191	7798	2	"ENST00000376292"	-189	"KLHL35"	"Promoter (<=1kb)"
"528"	"ENSG00000149260"	"11"	77066763	77066861	99	"*"	"KOS_4h_peak_257"	42	"."	6.00284	8.80761	4.21067	89	"Promoter (<=1kb)"	11	77066961	77125618	58658	1	"ENST00000531028"	-100	"CAPN5"	"Promoter (<=1kb)"
"529"	"ENSG00000149679"	"20"	62397857	62398406	550	"*"	"KOS_4h_peak_944"	437	"."	22.43579	51.04695	43.78364	218	"Promoter (1-2kb)"	20	62391014	62396331	5318	2	"ENST00000453274"	-1526	"CABLES2"	"Promoter (1-2kb)"
"530"	"ENSG00000149925"	"16"	30065448	30065569	122	"*"	"KOS_4h_peak_487"	31	"."	5.21338	7.54303	3.11262	109	"Promoter (<=1kb)"	16	30065760	30070414	4655	1	"ENST00000642816"	-191	"ALDOA"	"Promoter (<=1kb)"
"531"	"ENSG00000149948"	"12"	65825102	65825227	126	"*"	"KOS_4h_peak_307"	59	"."	6.83549	10.74048	5.97265	12	"Promoter (<=1kb)"	12	65825123	65952536	127414	1	"ENST00000393577"	0	"HMGA2"	"Promoter (<=1kb)"
"532"	"ENSG00000150551"	"2"	132670084	132670162	79	"*"	"KOS_4h_peak_883"	31	"."	4.66492	7.53009	3.10331	45	"Promoter (<=1kb)"	2	132663026	132670200	7175	2	"ENST00000449209"	38	"LYPD1"	"Promoter (<=1kb)"
"533"	"ENSG00000150667"	"15"	39782680	39782881	202	"*"	"KOS_4h_peak_421"	69	"."	6.85495	11.86177	6.98135	165	"Promoter (<=1kb)"	15	39600031	39782841	182811	2	"ENST00000350221"	0	"FSIP1"	"Promoter (<=1kb)"
"534"	"ENSG00000150687"	"11"	86800603	86800672	70	"*"	"KOS_4h_peak_259"	31	"."	5.21338	7.54303	3.11262	41	"Promoter (<=1kb)"	11	86800544	86932934	132391	1	"ENST00000533880"	59	"PRSS23"	"Promoter (<=1kb)"
"537"	"ENSG00000150938"	"2"	36356481	36356613	133	"*"	"KOS_4h_peak_820"	93	"."	8.41291	14.40662	9.33455	37	"Promoter (<=1kb)"	2	36356471	36378903	22433	1	"ENST00000428774"	10	"CRIM1"	"Promoter (<=1kb)"
"538"	"ENSG00000150991"	"12"	124914542	124914654	113	"*"	"KOS_4h_peak_331"	76	"."	5.53607	12.62443	7.69159	49	"Promoter (<=1kb)"	12	124911646	124914650	3005	2	"ENST00000339647"	0	"UBC"	"Promoter (<=1kb)"
"539"	"ENSG00000150991"	"12"	124914230	124914293	64	"*"	"KOS_4h_peak_330"	69	"."	6.85495	11.86177	6.98135	16	"Promoter (<=1kb)"	12	124913404	124914304	901	2	"ENST00000535859"	11	"UBC"	"Promoter (<=1kb)"
"540"	"ENSG00000150991"	"12"	124913500	124913591	92	"*"	"KOS_4h_peak_329"	18	"."	4.44701	6.08572	1.89636	40	"Promoter (<=1kb)"	12	124913350	124914065	716	2	"ENST00000544481"	474	"UBC"	"Promoter (<=1kb)"
"541"	"ENSG00000151025"	"10"	25174844	25175032	189	"*"	"KOS_4h_peak_158"	60	"."	7.08499	10.86367	6.07191	77	"Promoter (<=1kb)"	10	25175001	25602229	427229	1	"ENST00000376351"	0	"GPR158"	"Promoter (<=1kb)"
"544"	"ENSG00000151422"	"5"	108748451	108748514	64	"*"	"KOS_4h_peak_1165"	41	"."	5.56964	8.70312	4.11695	28	"Promoter (<=1kb)"	5	108748399	108832820	84422	1	"ENST00000513676"	52	"FER"	"Promoter (<=1kb)"
"545"	"ENSG00000151687"	"2"	189674473	189674524	52	"*"	"KOS_4h_peak_889"	35	"."	5.14609	8.02048	3.52587	46	"Promoter (<=1kb)"	2	189674607	189696200	21594	1	"ENST00000461516"	-83	"ANKAR"	"Promoter (<=1kb)"
"546"	"ENSG00000151917"	"6"	56954973	56955037	65	"*"	"KOS_4h_peak_1253"	56	"."	6.424	10.41433	5.66213	33	"Promoter (<=1kb)"	6	56955107	57027346	72240	1	"ENST00000370746"	-70	"BEND6"	"Promoter (<=1kb)"
"547"	"ENSG00000152284"	"2"	85133749	85133815	67	"*"	"KOS_4h_peak_847"	51	"."	6.0395	9.79399	5.10335	39	"Promoter (<=1kb)"	2	85133392	85310387	176996	1	"ENST00000282111"	357	"TCF7L1"	"Promoter (<=1kb)"
"548"	"ENSG00000152795"	"4"	82429908	82429975	68	"*"	"KOS_4h_peak_1121"	41	"."	5.56964	8.70312	4.11695	28	"Promoter (<=1kb)"	4	82422565	82430225	7661	2	"ENST00000614627"	250	"HNRNPDL"	"Promoter (<=1kb)"
"549"	"ENSG00000152990"	"4"	22515599	22515753	155	"*"	"KOS_4h_peak_1111"	69	"."	6.85495	11.86177	6.98135	119	"Promoter (<=1kb)"	4	22473020	22515696	42677	2	"ENST00000506346"	0	"ADGRA3"	"Promoter (<=1kb)"
"550"	"ENSG00000153066"	"16"	11742703	11742780	78	"*"	"KOS_4h_peak_465"	24	"."	4.71278	6.75286	2.42901	69	"Promoter (<=1kb)"	16	11698134	11742794	44661	2	"ENST00000573174"	14	"TXNDC11"	"Promoter (<=1kb)"
"551"	"ENSG00000153094"	"2"	111122164	111122220	57	"*"	"KOS_4h_peak_866"	65	"."	6.77502	11.34628	6.51162	18	"Promoter (<=1kb)"	2	111122576	111168444	45869	1	"ENST00000393252"	-356	"BCL2L11"	"Promoter (<=1kb)"
"552"	"ENSG00000153094"	"2"	111122279	111122659	381	"*"	"KOS_4h_peak_867"	55	"."	5.66455	10.24766	5.50938	96	"Promoter (<=1kb)"	2	111122576	111168444	45869	1	"ENST00000393252"	0	"BCL2L11"	"Promoter (<=1kb)"
"553"	"ENSG00000153094"	"2"	111120907	111121451	545	"*"	"KOS_4h_peak_864"	46	"."	5.33134	9.31535	4.67549	125	"Promoter (<=1kb)"	2	111120914	111128837	7924	1	"ENST00000405953"	0	"BCL2L11"	"Promoter (<=1kb)"
"554"	"ENSG00000153201"	"2"	108719376	108719571	196	"*"	"KOS_4h_peak_862"	101	"."	8.14025	15.25614	10.12394	146	"Promoter (<=1kb)"	2	108719482	108785809	66328	1	"ENST00000283195"	0	"RANBP2"	"Promoter (<=1kb)"
"555"	"ENSG00000153317"	"8"	130443589	130443772	184	"*"	"KOS_4h_peak_1398"	77	"."	7.34171	12.65555	7.71746	65	"Promoter (<=1kb)"	8	130052104	130443674	391571	2	"ENST00000518721"	0	"ASAP1"	"Promoter (<=1kb)"
"556"	"ENSG00000153922"	"5"	98928787	98929048	262	"*"	"KOS_4h_peak_1164"	103	"."	8.53098	15.44683	10.30623	96	"Promoter (<=1kb)"	5	98853985	98929007	75023	2	"ENST00000511067"	0	"CHD1"	"Promoter (<=1kb)"
"557"	"ENSG00000153933"	"17"	56834888	56834994	107	"*"	"KOS_4h_peak_622"	41	"."	5.56964	8.70312	4.11695	59	"Promoter (<=1kb)"	17	56834966	56866076	31111	1	"ENST00000572944"	0	"DGKE"	"Promoter (<=1kb)"
"558"	"ENSG00000154122"	"5"	14871973	14872061	89	"*"	"KOS_4h_peak_1145"	17	"."	3.9985	5.86251	1.70983	56	"Promoter (<=1kb)"	5	14704800	14871778	166979	2	"ENST00000284268"	-195	"ANKH"	"Promoter (<=1kb)"
"559"	"ENSG00000154217"	"17"	67377218	67377373	156	"*"	"KOS_4h_peak_642"	158	"."	10.28242	21.34395	15.85977	83	"Promoter (<=1kb)"	17	67377281	67697256	319976	1	"ENST00000580974"	0	"PITPNC1"	"Promoter (<=1kb)"
"560"	"ENSG00000154217"	"17"	67378244	67378323	80	"*"	"KOS_4h_peak_643"	49	"."	6.30968	9.5794	4.92069	21	"Promoter (<=1kb)"	17	67378966	67578225	199260	1	"ENST00000584471"	-643	"PITPNC1"	"Promoter (<=1kb)"
"561"	"ENSG00000154229"	"17"	66303353	66303406	54	"*"	"KOS_4h_peak_635"	42	"."	6.00284	8.80761	4.21067	48	"Promoter (<=1kb)"	17	66302957	66306348	3392	1	"ENST00000583775"	396	"PRKCA"	"Promoter (<=1kb)"
"563"	"ENSG00000154582"	"8"	73972045	73972187	143	"*"	"KOS_4h_peak_1391"	205	"."	12.90972	26.29348	20.53724	51	"Promoter (<=1kb)"	8	73939169	73972186	33018	2	"ENST00000602840"	0	"ELOC"	"Promoter (<=1kb)"
"564"	"ENSG00000154640"	"21"	17612742	17612833	92	"*"	"KOS_4h_peak_959"	50	"."	6.4269	9.76996	5.08221	55	"Promoter (<=1kb)"	21	17593653	17612844	19192	2	"ENST00000339775"	11	"BTG3"	"Promoter (<=1kb)"
"565"	"ENSG00000154734"	"21"	26844556	26844615	60	"*"	"KOS_4h_peak_962"	40	"."	5.68732	8.58022	4.0249	39	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-779	"ADAMTS1"	"Promoter (<=1kb)"
"566"	"ENSG00000154734"	"21"	26845279	26845408	130	"*"	"KOS_4h_peak_963"	112	"."	8.85929	16.44196	11.23618	82	"Promoter (<=1kb)"	21	26835755	26845409	9655	2	"ENST00000284984"	1	"ADAMTS1"	"Promoter (<=1kb)"
"567"	"ENSG00000154734"	"21"	26844403	26844479	77	"*"	"KOS_4h_peak_961"	54	"."	6.48089	10.16573	5.43914	49	"Promoter (<=1kb)"	21	26836287	26843777	7491	2	"ENST00000679152"	-626	"ADAMTS1"	"Promoter (<=1kb)"
"568"	"ENSG00000155115"	"6"	110958774	110958862	89	"*"	"KOS_4h_peak_1261"	93	"."	8.41291	14.40662	9.33455	48	"Promoter (<=1kb)"	6	110958928	110967890	8963	1	"ENST00000480191"	-66	"GTF3C6"	"Promoter (<=1kb)"
"569"	"ENSG00000155254"	"10"	97714106	97714333	228	"*"	"KOS_4h_peak_195"	38	"."	4.99813	8.40895	3.87883	107	"Promoter (<=1kb)"	10	97714694	97717479	2786	1	"ENST00000421644"	-361	"MARVELD1"	"Promoter (<=1kb)"
"570"	"ENSG00000155313"	"21"	15729743	15729899	157	"*"	"KOS_4h_peak_957"	107	"."	8.82101	15.92289	10.762	44	"Promoter (<=1kb)"	21	15729982	15880064	150083	1	"ENST00000400183"	-83	"USP25"	"Promoter (<=1kb)"
"571"	"ENSG00000155380"	"1"	112956026	112956199	174	"*"	"KOS_4h_peak_79"	44	"."	5.78112	9.04233	4.42881	59	"Promoter (<=1kb)"	1	112911847	112956196	44350	2	"ENST00000369626"	0	"SLC16A1"	"Promoter (<=1kb)"
"572"	"ENSG00000155850"	"5"	149960888	149960943	56	"*"	"KOS_4h_peak_1179"	31	"."	4.66492	7.53009	3.10331	14	"Promoter (<=1kb)"	5	149960785	149977722	16938	1	"ENST00000433184"	103	"SLC26A2"	"Promoter (<=1kb)"
"573"	"ENSG00000155858"	"5"	157743558	157743622	65	"*"	"KOS_4h_peak_1180"	86	"."	8.39812	13.67227	8.65634	44	"Promoter (<=1kb)"	5	157743712	157760709	16998	1	"ENST00000286307"	-90	"LSM11"	"Promoter (<=1kb)"
"574"	"ENSG00000156011"	"8"	19013596	19013695	100	"*"	"KOS_4h_peak_1382"	41	"."	5.56964	8.70312	4.11695	45	"Promoter (<=1kb)"	8	18527303	19013703	486401	2	"ENST00000327040"	8	"PSD3"	"Promoter (<=1kb)"
"575"	"ENSG00000156017"	"9"	75028194	75028300	107	"*"	"KOS_4h_peak_1420"	38	"."	4.99813	8.40895	3.87883	86	"Promoter (<=1kb)"	9	74980790	75028293	47504	2	"ENST00000376834"	0	"CARNMT1"	"Promoter (<=1kb)"
"576"	"ENSG00000156030"	"14"	73759970	73760021	52	"*"	"KOS_4h_peak_392"	51	"."	6.0395	9.79399	5.10335	24	"Promoter (<=1kb)"	14	73715131	73760298	45168	2	"ENST00000286523"	277	"MIDEAS"	"Promoter (<=1kb)"
"577"	"ENSG00000156508"	"6"	73520954	73521077	124	"*"	"KOS_4h_peak_1255"	41	"."	5.56964	8.70312	4.11695	89	"Promoter (<=1kb)"	6	73515750	73521018	5269	2	"ENST00000316292"	0	"EEF1A1"	"Promoter (<=1kb)"
"578"	"ENSG00000156599"	"11"	57668138	57668227	90	"*"	"KOS_4h_peak_229"	23	"."	4.33171	6.68058	2.38836	8	"Promoter (<=1kb)"	11	57668114	57701182	33069	1	"ENST00000287169"	24	"ZDHHC5"	"Promoter (<=1kb)"
"579"	"ENSG00000156671"	"10"	75111466	75111569	104	"*"	"KOS_4h_peak_184"	119	"."	9.03337	17.2031	11.96879	54	"Promoter (<=1kb)"	10	75111511	75182123	70613	1	"ENST00000671730"	0	"SAMD8"	"Promoter (<=1kb)"
"580"	"ENSG00000156735"	"8"	38176850	38177029	180	"*"	"KOS_4h_peak_1388"	69	"."	6.85495	11.86177	6.98135	85	"Promoter (<=1kb)"	8	38176855	38213301	36447	1	"ENST00000287322"	0	"BAG4"	"Promoter (<=1kb)"
"581"	"ENSG00000156873"	"16"	30749133	30749201	69	"*"	"KOS_4h_peak_490"	79	"."	7.28338	12.96905	7.99772	35	"Promoter (<=1kb)"	16	30748844	30751913	3070	1	"ENST00000569762"	289	"PHKG2"	"Promoter (<=1kb)"
"582"	"ENSG00000157349"	"16"	70299161	70299234	74	"*"	"KOS_4h_peak_514"	31	"."	5.35575	7.52	3.10259	49	"Promoter (<=1kb)"	16	70299162	70333826	34665	1	"ENST00000393657"	0	"DDX19B"	"Promoter (<=1kb)"
